project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,create_at
726,448,《利率和利率市场化改革协同推进的宏观经济效应研究》,近些年我国不断进行利率改革，旨在更好地促进我国经济发展。利率和利率市场化对于我国经济发展起着至关重要的作用。,研究了利率和利率市场化改革协同推进的宏观经济效应，促进经济发展。,发表论文，为第一作者,public/img/stu/448/project/448_c9ecccaa.jpeg,省市级,2019/9/21 4:23
729,448,《基于区域经济发展角度探讨产业结构转化问题》,我国不断加强政治经济体制改革，目的在于不断促进我国经济结构进行转型。区域发展不平衡是我国经济发展的重要问题如何解决这一问题是我国迫切需要采取措施的。,研究基于区域经济发展角度探讨产业结构转化问题，促进区域经济发展。,发表论文，为第一作者,public/img/stu/448/project/448_cb75ca65.jpeg,省市级,2019/9/21 4:27
732,448,《济南市泉水直饮点不文明行为研究》,济南市政府在黑虎泉周围建有100多处泉水直饮点供游客及市民及时解渴使用，但现存泉水直饮点本身存在一些设施方面的缺陷以及市民游客等素质问题导致泉水直饮点未达成建设初衷。,只要从政府方面提出了建议对策,发表论文，为第二作者,public/img/stu/448/project/448_913d5d03.jpeg,省市级,2019/9/21 4:33
733,825,基于生理信号的情绪识别研究,运用PPG和GSR进行实时情绪识别,识别准确率有所提升,一篇论文正在撰写,,其他,2019/9/21 4:33
735,817,创新创业项目“具有中国传统工艺的灯具（设计）”,目从产品的情感价值出发，探究超十二种木材特性及传统木作的加工工艺，并进行透光性实验，寻求光影效果的创新，希望使用者可以通过灯光感受到木质的温暖。,通过木材特性及加工工艺的创新营造光影效果可使灯具更具情感价值。,设计出一系列将木材特性或木作加工工艺合理利用到最大化并发挥出它们优势的灯具产品。,public/img/stu/817/project/817_0df9e63a.jpeg,其他,2019/9/21 5:01
736,593,《Green Winner恩彼得汽车节能环保专利产品》,利用专利技术弥补传统汽车活塞环结构上的先天性缺陷，提高汽车零部件的节能环保效果。我对资本运作的各项成本费用进行估计，根据市场调查情况对年产销量进行预测，利用资本资产定价模型对投资项目进行可行性分析,获得行业认可,在“建行杯”2018年第四届河北省“互联网+”大学生创新创业大赛中荣获银奖,public/img/stu/593/project/593_80d1693c.jpeg,省市级,2019/9/21 5:25
737,778,基于大数据的心理育人实践活动体系研究,本研究主要是对心理育人实践活动体系进行改革与创新。分为三个层次：一是进行专题式心理实践活动体系的创新设计；二是基于在校学生心理健康现状和需求的大数据分析；三是通过专题式活动体系与大数据分析结果的有机融合，最终形成一套富有特色的心理实践活动体系。,依照大数据分析技术，在心理育人实践活动体系中加以创造性应用。,1.参与相关教材编写；2.省级大学生创新创业项目获奖；3.获得其他课题支持。,,省市级,2019/9/21 5:30
738,593,《京津冀城市高龄老人长期照护问题研究》,着眼于传统的家庭养老模式，针对原有的社会养老保障体系日益无法满足高龄老人的养老需求的问题，提出了相应改善措施。我自主设计调查问卷并结合中国健康与养老追踪调查数据库2014年数据进行研究，通过个人基本信息、健康状况等主要变量在STATA软件中完成数据合并,提出新的养老模式,在2019年“挑战杯”课外学术科技作品竞赛中荣获校级三等奖,public/img/stu/593/project/593_72db23d1.jpeg,其他,2019/9/21 5:30
739,593,《X-Acoustic品牌 -MRR微共振新型电枢扬声器》,关注当代人对于个性化高品质需求的品牌，我主要负责结合同行业市场份额预测产品在未来五年的销量，并完成预计资产负债表以及利润表，对企业经营状况进行财务分析及风险控,达到预期目的,在2018年“创青春”全国大学生创业大赛中荣获校级三等奖,public/img/stu/593/project/593_58083de9.jpeg,其他,2019/9/21 5:36
740,778,新时代“以学生为中心”的思政课互动式教学法研究,互动式教学模式，主要通过学生“课外实地调研”和“课内专题演讲、参与体验”相结合的方法，使学生由“教学活动的被动者”变成“教学活动的主动者”，由“理论知识的接受者”变成“历史知识的探寻者”。,（未结题）,（未结题）,,其他,2019/9/21 5:36
741,778,基于健康人文的大学生心理健康全周期追踪研究,本研究通过全周期追踪调查，个体心理干预和团体心理干预（针对新生心理筛查中出现潜在心理问题群体进行）来开展研究。,（未结题）,（未结题）,,其他,2019/9/21 5:41
742,593,《机内净化-汽车内燃机零部件节能环保体系》,针对目前汽车行业在资源消耗与污染物排放等方面的一系列问题，利用专利技术弥补传统汽车活塞环结构上的先天性缺陷，提高汽车零部件的节能环保效果。在此次项目中，我主要负责数据处理、财务分析、财务预测及商业计划书写作等,取得预期效果,在“建行杯”2019年第五届河北省“互联网+”大学生创新创业大赛中荣获省级金奖,public/img/stu/593/project/593_a423a7d6.jpeg,省市级,2019/9/21 5:44
744,50,《不同光强和光质下草地早熟禾生理代谢的日节律变化》,测定光对草地早熟禾的影响。作为组员，主要负责数据观察和测定。,光照对草地早熟禾的影响,2017年大学生创新创业训练计划作为校级重点项目结题,public/img/stu/50/project/50_b9791495.jpeg,其他,2019/9/21 5:50
745,50,《面对作物需求的智能变量追肥机的研制》,利用机器视觉识别，对不同作物、不同生长时期、不同缺素症状的植物，利用追肥机进行定量施肥。,研制基于视觉识别的，定量靶向智能追肥机。,2018年大学生创新创业训练计划校级重点项目结题,public/img/stu/50/project/50_1adbd8b9.jpeg,其他,2019/9/21 5:58
752,586,人工智能与企业财务转型互动效应及制度优化研究,本项目依据“发现问题——分析问题——解决问题——优化方案”的线索构建框架，走访安徽鑫诚会计师事务所及蚌埠市审计局，就人工智能与企业财务转型的互动效应展开研究，并对人工智能下企业财务制度的优化进行探讨，提出优化方案。,财会行业应从培养复合型人才、构建科学财会体系改善，推动行业发展。,1.完成调研报告，就财会行业存在问题、影响因素、发展趋势及优化方案进行总结报告；2.调研走访安徽鑫诚会计师事务所、蚌埠市审计局，与工作人员工作探讨，形成访谈记录；3.实践通过蚌埠市共青团、安徽财经大学微博等进行宣传；4.我在本次实践获得“先进个人”的称号。,public/img/stu/586/project/586_aa3ec86d.jpeg,其他,2019/9/21 6:41
753,586,发展特色产业，带动精准扶贫——关于金寨县的调研,为进一步完善贫困地区的造血功能,,,,,
755,813,基于社会化问答平台的健康信息可信度研究, 通过问卷调查所得数据建立健康信息可信度评价模型，运用多元回归方法分析健康信息可信度影响因素。根据上述分析结果，在微信公众号文章的内容和格式等不同主体维度提出提升健康信息可信度的对策建议。,在研,在研,,其他,2019/9/21 6:58
756,795,《越来越美——高校垃圾分类银行创立及运营》,以激励理论为基础，通过创立“绿色账户”，以回收换积分，积分换礼品的方式深化民众垃圾分类意识，培养垃圾分类习惯，极具公益性及商业性。,深化民众垃圾分类意识，培养垃圾分类习惯,通过举办社会活动“垃圾分类知识进校园”等，使绿色文化在校园中真正弘扬开来，并打造品牌特色，致力于将垃圾分类习惯从大学校园传播到社会中，唤醒社会公众的垃圾分类意识，为社会带来正面影响。,,国家级,2019/9/21 7:01
760,793,新农村建设中村庄归并问题研究,本文借用SPSS软件，从个人及家庭特征、居住状况、政府措施三个方面8个影响因子重点研究了临沭县大兴镇金华社区和芦格庄社区的归并情况，找出影响村民对归并满意度的显著影响因素，进行分析并提出合理化建议。,主要收入来源土地经营方式交通便利度和政府补贴利度及落实情况影响大,一篇论文,public/img/stu/793/project/793_8222a162.jpeg,其他,2019/9/21 7:25
762,812,大气颗粒物中颗粒微观形貌特征及其矿物组成分析,为探索大气颗粒物的矿物组成及其单颗粒的微观形貌特征,,,,,
763,812,裸土起尘颗粒物中铅镉化学形态与矿物赋存特性研究,为探索裸土起尘颗粒物中铅、镉的化学形态与矿物的赋存关系,,,,,
764,827,基于改性木质素制备新型纳滤膜的研究,本项目致力于研发一种基于改性木质素的新型纳滤膜，并在现有制膜方法上进行改进，简化工艺。本项目拟解决“基于改性木素通过界面聚合法制备新型纳滤膜”和“探究所制备的新型纳滤膜的性能调控规律”这两个关键问题。最终实现预期的具有优良性能的新型改性木素纳滤膜。,木质素可被用作高分子水处理膜材料，通过界面聚合法制膜可简化工艺。,目前已实现制备一种性能稳定的新型改性木质素纳滤膜应用于水处理，染料截留率最高可达98%。预计将于明年之前申请专利一项并发表SCI论文一篇。,,国家级,2019/9/21 7:54
765,812,土壤起尘颗粒物中重金属与矿物赋存特性研究,为探索裸土起尘颗粒物中铅、镉的化学形态与矿物的赋存关系,,,,,
766,460,疏浚底泥制作免烧砖,我国每年有近47亿方的疏浚底泥废弃物，而建材行业有每年近136亿吨的碎石需求量。当国家禁粘禁实的政策出台，免烧砖的发展被提上日程。,利用废弃的疏浚底泥作为主要原料，代替碎石骨料制备免烧砖。,研发团队将疏浚底泥制成干化泥粉，再通过加入胶凝材料裹壳制成免烧陶粒，用以制备免烧砖，制备过程不需要烧结或蒸发，减少了制备过程中利用粉煤灰发电的用量，不仅降低生产成本，更降低了二氧化碳的排放，减少大气污染。,public/img/stu/460/project/460_fdc42f4e.jpeg,国家级,2019/9/21 8:03
767,827,基于ZIF-8的新型复合吸附材料及从水中吸附孔雀石绿的,以聚丙烯酸酯羧基微球(PC-SMM)为载体,,,,,
768,840,新媒体时代高校形象建设的问题与对策建议,项目就北京市某高校326名学生进行了问卷调查，通过数据分析发现目前高校形象建设中尚存在不足。同时根据形象建设与公关工作提出相关建议。,高校可以就硬件设施、文化软实力公关手段三方面进行改进以提高形象。,参加“首都师范大学挑战杯”获一等奖,public/img/stu/840/project/840_3e500ccd.jpeg,其他,2019/9/21 8:29
770,821,基于用户满意度的共享经济价值创造研究-以网约车为例,共享经济经历高速发展后问题接踵而生，对于共享经济是否创造了社会价值以及是否能可持续健康发展产生了疑问。以网约车行业为例，以用户满意度为指标，通过问卷调查，进行统计分析。,司机和乘客对于网约车行业处于一个一般满意状态，共享经济创造了价值,于中国经贸导刊杂志社以第一作者身份发表同名论文,public/img/stu/821/project/821_7f551ad6.jpeg,其他,2019/9/21 8:38
771,775,黑龙江非物质文化遗产传承的问题研究,黑龙江是一个多民族聚居的省份，拥有极为丰富而且优秀的非物质文化遗产资源。但是由于保护少数民族非物质文化遗产的法律法规的缺失、非遗资源传承人的日益减少、非遗传承与保护的途径有限、品牌意识不足等问题，黑龙江省的非物质文化遗产的传承与保护工作处在非常危险的境地,从多角度综合创新，才能真正激发黑龙江省非遗资源传承的活力。,（一）打造非遗品牌文化（二）推出非遗综艺节目（三）擅用网络新媒体（四）加强非遗传承激励（五）创新非遗宣传形式（六）推动非遗走进生活（七）开发非遗旅游资源,public/img/stu/775/project/775_c3b339a1.jpeg,国家级,2019/9/21 8:41
772,840,“寸草春晖”科技助老项目,本项目旨在通过移动互联网平台链接社 区，为社区老人提供助老服务；通过师资培训为社区管理者传授专 业的社区管理知识；通过服务模式的复制，将科技助老服务辐射至 更多的志愿者团队及社区。,“寸草春晖”科技助老项目充分利用高校等社会资源，优化养老服务,北京市“互联网+创新创业大赛”三等奖,,省市级,2019/9/21 8:42
774,460,论文,现代营销杂志（学苑版）以第一作者发表论文《和田地区精准扶贫研究》,和田地区教育扶贫工作不能一蹴而就，应建立教育扶贫长效机制。,和田地区教育扶贫的具体建议 1、 关注贫困群体的真实需求 2、 加强宣传力度 3、 鼓励社会力量参与,public/img/stu/460/project/460_a30e65b2.jpeg,其他,2019/9/21 8:54
775,460,发表论文,现代营销杂志（经营版）以第一作者发表论文《医院管理会计报告体系构建研究》,医院应不断学习，引入更先进的管理技术,,,,
776,740,肥西县森林资源现状调查分析,以肥西县森林资源清查资料和林地保护规划资料等为依据，研究了肥西县的林种结构现状、树种结构现状、森林龄级结构现状，统计了优势树种不同起源的面积比，从而指出肥西县森林资源所存在的问题，并提出了相应的林地保护优化措施。,提高群众认知，加强森林保护，科学规划是优化森林结构的主要措施。,发表论文《肥西县森林资源现状与优化措施》,public/img/stu/740/project/740_0cffc399.jpeg,省市级,2019/9/21 9:20
778,740,2019年安徽省大学生GIS应用技能大赛,在基于2006年Landsat-5,,,,,
779,356,北京博创联动科技有限公司车载显示设备造型设计,在原有的车载设备上，做改良设计，在不改变屏幕的大小，与接口的位置，让屏占比看来变大，且前期模具成本要尽量降低。我将显示装备的上边缘和下边缘倒角，这样会显得狭长，然后按键分为左右各四个类似矩形，来衬托屏幕，达到在视觉上屏占比较大。,通过设计可以产生视觉上的“错觉”，让产品看起来屏占比大。,车载显示设备,,其他,2019/9/21 9:51
782,785,论文 《中西方园林植物造景的差异》 ,独立完成资料搜集，撰写论文，后期修改，格式调整等工作,差异由多种因素造成,已录用于《现代园艺》期刊,public/img/stu/785/project/785_61749fdb.png,其他,2019/9/21 10:17
783,785,北京中央党校绿地改造设计项目,山西尚易云景景观规划设计有限公司实习,提升个人设计能力,项目前期草图构思及CAD、PS制作,,其他,2019/9/21 10:23
784,528,荷木科技-户外超疏水木材专家,根据目前木制品存在的一些缺陷，用两部法在表面构造荷叶效应，进行功能性改良。,经处理得到的超疏水木制品，使用寿命提高。,获得第五届互联网加省赛铜奖,public/img/stu/528/project/528_e76b3d2b.jpeg,省市级,2019/9/21 10:23
785,785,山西沁县黑珍珠康养山庄规划设计项目,山西青颖景观规划设计有限公司实习,提升个人能力,参与前期构思及方案绘制,,其他,2019/9/21 10:24
787,426,河北省中医药产业数字化转型升级研究,对河北省安国市中医药产业数字化转型升级取得的成就、存在的问题及相关原因进行调查研究，总结河北省中医药产业数字化转型的模式与路径。,传统产业数字化转型要因“业”制宜，充分考虑自身优势与不足,通过对河北省安国市在数字化药都建设进程中，促进中医药产业数字化转型中取得的成绩、存在的问题及相关原因的调查研究，总结河北省中医药产业数字化转型的模式与路径，并针对转型过程中存在的问题提出了针对性的对策建议。,public/img/stu/426/project/426_2a2358d4.jpeg,省市级,2019/9/21 11:03
788,621,“第十七届发审委对IPO能否顺利过会的影响”,选取深交所中小板的湘北威尔曼制药股份有限公司与重庆华森制药股份有限公司作为典型，深入分析企业IPO过会或被否背后的原因，旨在总结大发审委上任后发行审核的着眼点以及医药行业拟IPO公司需要关注的主要指标。,监管层对于企业利润的真实性和盈利能力的可持续性的核查更加重视。,以第一作者在《时代金融》杂志发表《对新一届发审委审核视角的观察——以湘北威尔曼与重庆华森为例》的文章。,,省市级,2019/9/21 11:32
790,237,北京不同立地下栓皮栎外生菌根真菌多样性比较研究,本项目主要目的在于调查北京地区栓皮栎外生菌根真菌多样性，并对不同环境条件下的EMF多样性进行对比，探求其与土壤、光照等环境因子之间的相互关系，得出结论，为栓皮栎菌根菌剂的研究提供参考，为人工山地造林中确保苗木质量稳定、成活率提高等问题的解决提供可能。,共获得高质量序列4202792条，归为共3026个OTU，隶属于2门3纲10目25科,1、不同立地栓皮栎林每木检尺数据2、各区域土壤理化因子如土壤pH、土壤容重、土壤含水量、土壤有机质等数据并制表3、各区域外生菌根真菌在OTU和属水平上的组成图及区域间差异对比4、各区域外生菌根真菌多样性差异与环境因子之间的关联并制图5、分析不同立地栓皮栎外生菌,,其他,2019/9/21 11:34
791,479,校园吉祥物外观设计专利,以第三发明人的身份对“河北农业大学吉祥物”进行了设计，并申请专利。,吉祥物设计既可以提升学校形象，又可以带动周边衍生文创产品。,吉祥物外观设计图、六视图、设计说明等。,public/img/stu/479/project/479_9527142e.jpeg,国家级,2019/9/21 11:38
793,714,亚热带常绿阔叶林优势植物4种矿质元素的分配特征,为了解亚热带常绿阔叶林植物群落矿质元素分配特征，以华西雨屏区亚热带常绿阔叶林优势植物为对象，于2017年8月采集了乔木、灌木和草本植物的根、茎、皮、枝、叶样品，研究了森林群落优势植物矿质元素K、Ca、Na、Mg的分配特征。,植物矿质元素浓度受植物功能群及其器官的影响和元素自身的相互作用。,以第一作者身份发表CSCD论文一篇(DOI:10.19675/j.cnki.1006-687x.2019.03048),public/img/stu/714/project/714_48273ac3.png,其他,2019/9/21 11:39
794,50,《基于质谱技术的两种委陵菜药理成分分析》,通过培育出不同生长发育时的两种委陵菜，提取出不同器官所含的化学成分。采用基于质谱技术的代谢组学的方法，定量检测出它们化学成分的含量，研究不同成分的药理作用。对比不同委陵菜药用成分的含量，综合评价两种委陵菜代谢成份与药用组份的差异。,通过分析委陵菜的药用成分，对其深入开发与综合利用提出展望。,2019年大学生创新创业训练计划校级重点项目，作为队长，项目正在开展，现已推荐至省级。,public/img/stu/50/project/50_0f8a33f9.jpeg,省市级,2019/9/21 11:45
795,479,发表论文——《美学原理与赏析——论园林中的意境美》,中国园林，犹如一幅淡雅的山水画，一首极具韵味的田园诗，其中的美以景观为载体，传达到每位游人的心间。园林的美包含形式美与意境美两种不同的层次，形式美是感官的愉悦，而意境美是心灵的愉悦。文章对意境美进行了解读，分析了其结构和特点及营造方式。,园林之美不仅美在物境， 更美在意境。,见刊于省级刊物《广东蚕业》，第一作者。,,省市级,2019/9/21 11:50
796,479,发表论文《结合保定市城市规划分析城规、控规与修规》,结合保定市城市规划分析城规、控规与修规,一个城市的规划需要密切结合城规、控规与修规。,见刊于省级期刊《城市周刊》，第二作者。,,省市级,2019/9/21 11:54
797,714,基于普莱亚影像的成都市高新区主要绿化树种分类识别,利用最大似然法和支持向量机法对多光谱遥感影像进行树种分类。,单一的光谱特征无法区分相邻科属的城市绿化乔木树种。,暂无。,public/img/stu/714/project/714_775e5769.jpeg,其他,2019/9/21 11:57
798,479,发表论文《风景园林建筑调研与分析》,以唐山南湖生态园中园林景观小品为例，对风景园林建筑进行调研与分析。,园林景观小品作为园林建筑的一部分，对景观的营造起重要作用。,见刊于省级周刊《魅力中国》，第二作者。,,省市级,2019/9/21 11:59
799,382,《稻壳/聚乳酸可生物降解复合材料的制备及性能研究》,从提高稻壳/聚乳酸复合材料界面相容性的角度出发，通过界面改性等方式制备了具有较优性能的稻塑复合材料。,优秀,《一种界面改性稻壳粉/聚乳酸可生物降解复合材料的制备方法》发明专利一项。目前专利已公布，处于实审阶段。,,省市级,2019/9/21 12:08
800,50,“呵护童心梦想，助力雏鹰飞翔”教育帮扶实践团,前往黑龙江省绥化市望奎县富饶小学，开展了为期一周的执教活动。,项目丰富了孩子们素质课程，以及对兴趣爱好方面的培养。,大学生三下乡社会实践校一等奖,public/img/stu/50/project/50_38bb4bd4.jpeg,其他,2019/9/21 12:27
801,266,论文《我国钢铁业遭遇反倾销的研究》,钢铁业是国民经济重要支柱行业，长期以来中国钢铁业在世界范围内常遭受反倾销调查。,本文主要论述反倾销成因，危害及对策等,发表于《消费导刊》2019年第27期,public/img/stu/266/project/266_d43ae900.jpeg,国家级,2019/9/21 12:29
802,50,《“不忘初心，回顾东农70载发展之路”专题项目团》,在东北农业大学70周年校庆之际，对学校优秀校友进行采访，借此弘扬学校脚踏实地、力争上游的校风。,获得学校老师高度赞扬。,大学生三下乡社会实践校三等奖,public/img/stu/50/project/50_e9270090.jpeg,其他,2019/9/21 12:37
803,50,“寻找唤醒城市的人”项目团队,寻找城市的基层服务者，为他们提供一份早饭。前往他们的工作岗位，替他们做一天的工作。走进基层服务人员的岗位，关注小人物的生活。,与多个单位进行对接，形成长期合作的志愿服务基地。,第二届东北农业大学青年志愿者服务项目大赛金奖,public/img/stu/50/project/50_63e0e8fb.jpeg,其他,2019/9/21 12:43
804,50,“行动你我，绿及八荒”绿色志愿服务项目,分别从“回收旧衣”“绿色知识教育”社区科普”“实地服务”多层次、全方面，发挥本专业优势，对绿色出行、绿色教育、绿色回收进行宣传。,形成了一整套绿色志愿服务活动，获得全校师生良好反响。,第三届东北农业大学青年志愿服务项目大赛银奖,public/img/stu/50/project/50_125a4c62.jpeg,其他,2019/9/21 12:48
805,646,高校大学生订购外卖次数影响因素的调查及回归分析,本文试图了解大学生订购外卖的基本情况及其影响因素，以石河子大学为调查范围，以高校大学生为调查对象展开问卷调查。利用方差分析，多元线性回归等方法对数据进行了分析。,美味程度对外卖订购次数影响最大，品类丰富度次之， 空闲程度最小,论文被知网收录，发表在普刊《青春岁月》2019年5月刊物,public/img/stu/646/project/646_f922ee44.jpeg,其他,2019/9/21 12:56
806,850,竺24h智能商店,解决传统便利店的消费痛点，打造智慧城市地标,无人智能便利店符合时代发展，有很大的发展潜力,获得第五届互联网+创新创业大赛省赛铜奖,public/img/stu/850/project/850_93505d41.jpeg,省市级,2019/9/21 12:57
807,841,谷胱甘肽对缓解镉胁迫下绵毛水苏的缓解效应研究,通过实验探究谷胱甘肽对缓解镉胁迫下绵毛水苏的缓解效应,外源GSH降低了绵毛水苏根系中的Cd含量。,现在研中，于2019.09.23进行结题,public/img/stu/841/project/841_69864262.jpeg,其他,2019/9/21 12:58
809,862,"""精准扶贫背景下，农村会计发展趋势——以易县为例”",回顾建国以来农村会计制度的变迁历程，调研当前精准扶贫及农村工作现状，研判助力精准扶贫农村会计发展趋势，对高效开展精准扶贫工作重大意义。 1.精准扶贫的背景；2.农村了解及专业积累；3.调研地点家乡保定市易县，贫困县；4.采访6个乡镇16个村庄的村会计、村干部、村民；,经济职能突出化，实行两条线管理，管理会计化，互联网+电算化；,1.“国家级”大学生创新创业训练项目“优秀奖”； 2.在《中小企业管理与科技》发表该篇论文； 3.完成两万余字的调研报告；,public/img/stu/862/project/862_44d523b4.jpeg,国家级,2019/9/21 1:11
810,752,基于情感化的母婴用品店家具设计研究,通过对北京多家品牌母婴用品店家具的调研总结，寻找满足该阶段消费者（孕期、哺乳期妇女、0~3岁婴儿消费群体）生理心理使用需求的结构、造型与色彩搭配，对母婴用品店家具进行改良设计，增强母婴用品店家具的情感化与功能性，从而优化消费者的用户体验。,从情感化和功能的角度研究了母婴用品店的家具。,1、刘娇,,,
811,862,中国“互联网＋”创新创业大赛国赛,《小型模块化多功能机器人》,项目计划书及实务模型,1.国赛铜奖；省赛金奖,public/img/stu/862/project/862_88a87d39.jpeg,国家级,2019/9/21 1:13
812,862,河北省“互联网＋”创新创业大赛国赛,《EZ智能云开关》,项目计划书及实务模型,1.省赛铜奖,public/img/stu/862/project/862_2d17b73a.jpeg,省市级,2019/9/21 1:14
814,862,“改革开放40年，家庭联产承包责任制变迁”,通过实地调研，回顾改革开放40年来家庭联产承包责任制的变迁历程、变迁原因、以及当前农民的改革诉求，对于新时代背景下，深化农村经济改革具有重大的现实意义。在每一阶段制度改变主要是农民利益诉求与国家政策的强制性引起的。新时代，农民又呼唤新的改革。,最初确立、土地承包15年不变、土地承包30年不变、新时代全面深化改革,优秀调研报告、优秀团队、先进个人,public/img/stu/862/project/862_6017bf64.jpeg,其他,2019/9/21 1:19
815,754,3D打印木材原料制备及性能研究,一、采用化学方法从杉木中提取纤维素及半纤维素，作为木材3D打印原料二、对分离得出的纤维素及半纤维素进行热稳定性分析及测试其密度、颜色、导热系数及比热容等物理性质,达到了预期的实验效果，在规定时间内完成结题答辩。,1、从杉木中分离得出纤维素，半纤维素和木质素2、测试了杉木及提取出纤维素及半纤维素的密度及CIE色度学体系的数值3、测试了杉木木粉和提取出的纤维素和半纤维素的导热系数、比热容和稳定性等物理性质,,其他,2019/9/21 1:19
816,504,高校第二成绩单的研发与设计,所谓第二成绩单，是指一份专用于记录学生创新创业、社会工作、学术科研、竞赛比赛、志愿公益等经历的成绩单。当今，大学生在第二课堂投入的精力越来越多，对学校的管理工作以及对学生第二课堂成绩的记录带来了一定的难度。为此，我们开展了此项目。,该系统的设计便利了学校的管理工作,目前已完成各个界面信息的增删改查,,其他,2019/9/21 1:28
817,861,《汉口租界区游客游憩行为偏好调查与评价研究》,以武汉市江岸区俄租界区为研究对象，借助心理研究方法SD法——语义差异法（Semantic Differential）量化分析游人对历史街区的基本印象及心理感受。通过现场问卷调查的形式，收集189份问卷，运用SPSS20.0软件对数据进行了因子分析。,感知因子、客观环境因子、美学因子和体验因子影响游客主要感受。,阶段性论文两篇,,国家级,2019/9/21 1:30
818,504,高校社团综合管理系统,生社团是我国校园文化建设的重要载体,,,,,
819,646,财务会计软性信息与资本市场,厦门大学管理学院游家兴教授厦门大学人文社会科学创新团队——“财务会计软性信息与资本市场”（项目编号：20720181005）负责问卷的推广。 国家自然科学基金面上项目——“中国情境下财务分析师市场角色研究——基于公司治理的视角”（项目编号：71472161）,累计助研时间高达293个小时。,论文,public/img/stu/646/project/646_c96b3ec7.jpeg,国家级,2019/9/21 1:38
821,166,遗传算法优化废弃矿坑景观规划设计研究,本项目以废弃矿坑景观为研究对象，综合考虑该类地区的各方面特点和特征，引入数学模型中的遗传算法，并综合现有的各类景观评估方式，旨在提供一种更优化的废弃矿坑景观规划设计定量指导体系。,未结题,未结题,,国家级,2019/9/21 1:40
823,565,《以精细化管理视角看竹山县农村托管中心的运营管理》,在我国部分托管中心长期停留在粗放型管理状态的大背景下，以有效解决了留守儿童的安全监护、心理健康问题的竹山县农村托管中心为分析对象，管窥其运营管理，探究其精细化管理模式及其对于解决留守儿童问题的有效性、适普性及可复制性。,解决留守儿童问题的关键是完善留守儿童的家庭教育、弥补亲情缺失。,在《价值工程》上发表,public/img/stu/565/project/565_3e21ceea.jpeg,其他,2019/9/21 1:52
824,565,《网络对留守儿童的利弊分析及留守儿童网瘾成因本质研,探究留守儿童网瘾成因本质，分析得出留守儿童沉迷网络不能简单地完全归因于互联网，留守儿童网络沉迷现象是游戏媒介和社会结构共同作用的结果，留守儿童的亲情缺位、家庭教育的缺失是留守儿童网瘾形成主要因素的研究结论。,留守儿童沉迷网络的问题与家庭、社区、学校以及网络的责任缺失有关。,在《中文科技期刊数据库（全文版）社会科学》上发表,public/img/stu/565/project/565_b079fc0b.jpeg,其他,2019/9/21 1:55
825,741,天柱山茶用菊花的筛选  ,以沈阳农业大学菊花课题组自主培育的性状优良地被菊共12种及‘市售杭白菊’‘杭白菊’为研究对象，分别进行三种不同方式干燥处理，通过对氨基酸、多糖、总黄酮和绿原酸含量进行测定，结合感官评价及综合测评，筛选出具有茶用价值的品种，并确定其最适采收时期和干燥方式。,品种‘黄磐石’‘1618’‘436’‘黄莺’‘天柱山一号’为优良品种,选育出‘黄磐石’、‘1618’、‘436’、‘黄莺’、‘天柱山一号’这五个适用于茶饮的地被菊品种。,,其他,2019/9/21 1:56
826,325,河北省人力资源社会保障课题 “以农民满意度为导向的,?以农村公共服务体系为研究对象，以农村公共品理论和社会资本理论为指导，通过问卷调查和走访，深入了解农村公共服务现状和农民诉求，分析影响农民满意度的关键因素，构建农村公共服务动态协同治理模型，探索农村公共服务创新机制及提升策略。,要提高农村公共服务质量，重视村民主体地位，绩效考核评价机制。,发表结项论文，成果结项。,public/img/stu/325/project/325_a880ee97.jpeg,省市级,2019/9/22 12:52
828,325,保定市哲学社会科学规划课题 “基于城乡协同发展的我,?通过研究保定地区区域发展失衡现象，寻求实现城乡协同发展的有效措施，推动保定农村公共服务的供给效率和投资效率、促进环渤海地区经济发展和京津冀一体化。,公共服务满意度影响显著受到公共服务质量感知的影响。,发表结项论文，成功结项。,public/img/stu/325/project/325_56c86082.jpeg,省市级,2019/9/22 1:23
829,352,气相臭氧氧化协同吸收烟气脱硫脱硝实验研究,本项目总体目标为开发出一种能协同臭氧氧化作用和碱液吸收作用，在简短的处理流程、尽可能少的处理设备中高效脱除SO2和NOX，且不会产生二次污染的烟气净化技术。分别研究臭氧氧化效应、吸收效应、臭氧氧化协同吸收效应对烟气中SO2和NOX的去除效果，确定较佳的处理工艺参数。,项目进行中，还未得出相关结论。,本项目旨在研究一种新的技术，并发表相关论文以及申请相应的专利技术。项目进行中，还未出相应成果。,,省市级,2019/9/22 1:24
831,325,大学生创新创业训练计划项目 “黄骅港中小物流企业风,探索影响黄骅港中小物流企业的发展因素和企业内存在的问题和面临的风险，为其提出有效的风险管理措施。,港口物流企业风险防范在企业内部应注意适时适宜的扩大企业规模,发表结项论文，成功结项。,public/img/stu/325/project/325_c0541fa7.jpeg,其他,2019/9/22 1:35
834,875,第二届国际大学生设计竞赛,本案选址于河北省邢台市的七里河体育公园内，主题要求在体育公园内营造室内空间，场地周围体育娱乐设施丰富，但其地形过于平坦，设计略微单调，缺乏可以遮风挡雨的健身场所，公园的利用率较低。,我们打破原有的地形平坦的特点，在平原地带营造一座“山”,三等奖,public/img/stu/875/project/875_4c2eb786.jpeg,省市级,2019/9/22 1:56
