project_id,uid,project_name,abstract,conclusion,achievement,certificate,certificate_level,,,,,,,,,
456,350,南北方专业实习,对苏州、杭州、上海、杭州和北京等地多个中国古典园林和现代园林进行实地调研。,中国古典园林规划设计布局和现代园林的规划设计等多方面学习,通过对苏州、杭州、上海、杭州和北京等地多个中国古典园林和现代园林的实地调研，结合书本内容，风景园林设计有了更加全面的了解。通过亲身的体验，测量数据，绘制图纸等内容，对古典园林的布局、规划和设计了熟于心。无论是山水关系、建筑布置、植物配置，还是空间围合开放的处理等多方面有了更加深入的学习。在现代建筑，现代公园中驻足游览，对现代设计理念有了更清晰的认识。,,,,,,,,,,,
457,862,华北土石山区石砾对优先流的影响,大学生创新训练项目国家级项目的主持人，主要研究土壤优先流，并撰写一篇中文小论文即将投稿，还有投了一篇sci，正进行二次修改中，我是sci的第三作者。,分析鹫峰森林公园的优先流现象，表明研究区存在优先流现象。,即将投稿一篇科技论文，投稿一篇sci，正进行二次修改，我是第三作者,,国家级,,,,,,,,,
459,804,利用光的等厚干涉检测生物膜的厚度,根据薄膜干涉的道理，可以测定平面的平直度.测定的精度很高，甚至几分之一波长那么小的隆起或下陷都可以从条纹的弯曲上检测出来.若使两个很平的玻璃板间有一个很小的角度，就构成一个楔形空气薄膜，用已知波长的单色光入射产生的干涉条纹，可用来测很小的长度.用图甲所示的空气劈尖检查工件表面的平整度，形成干涉条纹。如果被检测平面是光滑的，得到的干涉图样必是等距的。如果某处凹下去，则对应明纹(或暗纹)提前出现。可以把间距看成双缝干涉公式△x=Lλ/d中的双缝宽度d，纹路深度是H=θ×tanθ,可以利用光的等厚干涉检测生物膜的厚度,薄膜劈尖干涉理论在检查平面的平整度及计算平面凹凸的深度、测量微小长度、微小角度等很多实际应用,1537523972,省市级,,,,,,,,,
460,852,我国林业人才队伍建设现状与对策研究,通过文献数据及实地调查研究，对我国林业系统工作的人员数、专业能力、薪资水平等各方面进行分析，得出结论并提出建议。,我国林业人力资源还存在较多不足，如人员结构不合理，基层技术人员缺乏等，并在人员培训、经费划拨、制度完善各方面提出建议。,形成论文，经过初审准备发表。,,,,,,,,,,,
461,698,红绿相映，协同发展--白洋淀调研团,中共中央、国务院决定设立河北雄安新区，覆盖安新、容城、雄县三县及周边部分区域，规格比肩深圳经济特区和上海浦东新区，被媒体称为“千年大计”的历史性落子。我们此次调研走访当地居民了解民众对未来的看法与期盼，并结合所学知识调查当地生态环境，通过对白洋淀景区的游客进行问卷调查，来了解红色旅游的发展及问题，最后我们对当地所传承的红色精神进行学习。,对白洋淀地区生态环境及红色旅游提出一定的建议，要提高流域水资源综合管理水平，加大景区红色精神宣传力度，加强生态旅游的观念等。,荣获首都暑期实践百强团队二等奖及北京林业大学社会实践优秀团队；结合专业知识整理出白洋淀地区常见物种名录；撰写一份白洋淀地区生态环境状况调查报告与倡议书；为游客制定合理的红色旅游路线生态导览图；撰写论文《实践出真知，躬行明事理》参与北京林业大学思想政治理论课学生社会实践优秀论文评选。,1537529515,省市级,,,,,,,,,
466,843,电子商务平台消费者购买意愿研究,随着互联网迈向了高速发展的新时代，电子商务似乎是应运而生，也是时代发展的必然产物。电子商务平台正是为电子商务的运行提供了一个业务发展框架，在这个框架下电子商务能够充分利用完善的互联网优势资源，并能够享受到安全保障与有效的管理机制。随着企业电子商务平台的建立，在符合中国国情的电子商务网上生存环境和商业生存空间中，电子商务发展在带给国民更便捷的商业体验的同时也存在着种种不规范问题，妥善解决制约其发展的短板成为现时代电子商务发展突破瓶颈的必然要求。,电商平台趋势向上，但仍存在假货多、价格战、刷单等现象。我们需要通过道德教育、规范法律法规以及创新行业准则来解决问题。,《电商平台发展现状及乱象治理办法探讨》,1537531877,,,,,,,,,,
467,843,我国现金贷的风险和监管新政的研究,现金贷作为新兴互联网金融业态之一，自2015年下半年进入市场以来，仅在两年间就如雨后春笋般出现了上千家现金贷公司，但由于正处起步阶段，现金贷平台本身经验不足，同时相关部门监管不力，导致现金贷存在着各种各样的风险，若不能顺利避免风险，那现金贷将给客户带来极大的损失，同时平台本身也难以存活。所以，本文通过文献资料法和调查问卷法分析现金贷的主要风险，解读现金贷的监管政策，从而为我国现金贷的监管政策提出新的思路。,现金贷面临信用风险、运营风险、监管风险，政府应要求信息透明、严格限制利率、限制贷款额度和贷款次数、颁发营业执照前须仔细考察平台。,《浅谈我国现金贷的风险和监管新政》,1537532013,,,,,,,,,,
468,843,生产性服务贸易出口技术结构的提升研究,本文以WIOD数据库为基础，采用Hausmann （2005）和Rodrik (2006)提出的有关制成品出口技术复杂度测算方法，通过处理投入产出表，测算了中国与“一带一路”沿线15个具有代表性国家的服务贸易出口复杂度。研究结果表明：在选取的2000-2014年间，中国与样本国家服务贸易出口复杂度整体呈现出下降趋势，但在中国于2013年提出“一带一路”倡议后，样本国家与中国的服务贸易出口复杂度有了一定提升，并有逐渐转好的趋势。,中国应增加服务贸易的出口量并加快自身的服务型知识产业的升级和转变。,《中国与“一带一路”国家服务贸易复杂度的动态比较》,1537532197,,,,,,,,,,
470,531,大学生德育实践项目,  “阳光支教——科创方舟进校园”以现有支教模式为基础，与大学生专业知识相结合，探索出的一种“专业技能+志愿服务”的创新支教模式，将支教内容专业化、模式新颖化、对象特殊化。,志愿者能增强专业认同感，加深对专业知识的理解与应用；发小学生的科研精神和探索精神；形成可持续发展模式,暂无,,省市级,,,,,,,,,
472,744,室内精致园艺景观设计,本项目着眼生态、居家与自然生活的“新常态”，主要从事新型室内精致园艺景观设计开发，充分发挥植物的美化装饰与环境修复功能，针对眼下环境问题与都市人群消费需求多元化的发展趋势，为他们设计出一系列个性、实用的室内园艺产品，打造出舒适活力的室内空间，优化城市环境，为都市添绿。开发产品包括壁挂式微景观、磁悬浮空中盆景等，团队曾荣获四川省“创青春”创新创业大赛银奖等奖项，受到社会广泛关注。,微景观的设计能够在室内起到装饰效果，给人带来愉快的心情，并提高人的生活质量。,实用新型专利两项创青春校级铜奖,,省市级,,,,,,,,,
475,843,荣誉称号,国家奖学金,2017.11.20,无排名,1537532950,国家级,,,,,,,,,
476,531,原位固相聚合法在淀粉和竹粉改性中的应用,本研究为增加其机械性能，采用了改善带有大量亲水性集团的淀粉与疏水性聚乳酸之间的界面相容性的方法，促使了复合材料在生产过程中结合的更加紧密。本研究以玉米淀粉为原料，乳酸为接枝单体，辛酸亚锡为催化剂，通过原位固相聚合法制备乳酸接枝淀粉(乳酸-g-淀粉)。通过固相聚合法成功发生接枝反应制备的乳酸接枝淀粉(乳酸-g-淀粉)在经性能表征后，发现其热塑性明显提高，结晶结构有一定程度的破坏，大量的疏水性基团取代了原有的亲水性基团。,乳酸-g-淀粉的出现促进了复合材料的熔融成型，提高改性淀粉与聚酯类材料共混时的界面相容性。,疏水淀粉及其制备方法：中国，201710953655.4 ；竹纤维接枝聚乳酸及其制备方法 CN201710954531；竹纤维/聚乳酸复合材料及其制备方法：CN201710954547,1537532993,省市级,,,,,,,,,
477,843,重大竞赛,“法大杯”未来国际商务谈判精英全国赛,2017.12.03,二等奖,1537532996,国家级,,,,,,,,,
478,843,重大竞赛,POCIB全国外贸从业能力大赛,2018.4.28,三等奖,1537533054,国家级,,,,,,,,,
481,796,《基于情感交互的茶轩竹家具创新设计研究》,校级大学生创新项目结题等级良好,,大学生创新训练项目《基于情感交互的茶轩竹家具创新设计研究》发表论文《茶轩竹家具软装饰的应用设计研究》第一作者大学生创新训练项目《基于情感交互的茶轩竹家具创新设计研究》发表论文《基于CMF设计理论的茶室家具设计研究》第一作者,,,,,,,,,,,
483,843,重大竞赛,全国大学生英语竞赛C类,2016.5.8,二等奖,1537533209,国家级,,,,,,,,,
484,843,重大竞赛,全国大学生英语竞赛C类,2017.5.14,二等奖,1537533232,国家级,,,,,,,,,
485,843,重大竞赛,全国大学生英语竞赛C类,2018.5.20,二等奖,1537533253,国家级,,,,,,,,,
486,843,重大竞赛,“外研社杯”全国英语阅读大赛初赛,2017.3,二等奖,1537533309,省市级,,,,,,,,,
487,796,“陇上北林”敦煌蜡染社会实践项目,前往敦煌探寻蜡染手工艺的传承与保护情况,,校级立项重点团队、首都大中专学生暑期社会实践 二等奖,,,,,,,,,,,
488,843,重大竞赛,北京市第二十七届大学生数学竞赛（乙组类）,2016.12,三等奖,1537533337,省市级,,,,,,,,,
489,843,重大竞赛,第三届北京高校兵棋推演大赛,2016.5.22,二等奖,1537533442,省市级,,,,,,,,,
490,843,重大竞赛,首届全国兵棋推演大赛（北京赛区）,2017.7,三等奖,1537533482,省市级,,,,,,,,,
491,887,第七届全国大学生红色旅游创意策划大赛,以“挥洒青春热情?传承红色血脉为主题设计策划方案和旅游产品,将红色旅游与体育旅游、生态旅游、休闲度假旅游等旅游业态相结合，设计出相应的旅游线路和旅游产品方案，有利于推动红色旅游融合发展,将红色旅游、体育旅游和科教旅游相结合,,,,,,,,,,,
492,843,学校重要奖项,北方工业大学数学建模竞赛,2017.6,三等奖,1537533529,,,,,,,,,,
493,843,学校重要奖项,北方工业大学北京市大学生科学研究与创业行动计划项目,2018.6,二等奖,1537533564,,,,,,,,,,
494,843,实习重要证明,易单网大学生创业营结业证书,2016.6.24,无排名,1537533648,,,,,,,,,,
495,531,光催化废水处理,光催化降解有机废（污）水的装置。装置利用太阳光，借助自主研发的可见光光催化净水技术，达成低耗高效降解有机污染物的目的。,光催化降解有机废（污）水处理装置经济性强、灵活性强、处理范围广。,Preparation of CSC-PPy-TiO2?and application in photocatalytic for wastewater treatment[C]. 第三届地球科学、能源与环境保护国际学术会议(EI 收录会议),,,,,,,,,,,
496,531,"""林萃“防晒霜",2018“创青春”湖南省创业大赛 金奖,无,无,1537534243,省市级,,,,,,,,,
497,531,化工设计大赛,全国化工设计竞赛二等奖,无,无,1537534662,国家级,,,,,,,,,
498,531,化工设计大赛,湖南省化工设计竞赛二等奖,无,无,1537534693,省市级,,,,,,,,,
500,888,北京林业大学大学生创新训练项目,《木粉改性处理及去除水中污染物性能》项目通过聚多巴胺将聚乙烯亚胺粘合于经次氯酸钠预处理的木粉表面，对改性木粉去除水中Cr(VI)的进行了研究。用扫描电子显微镜、能量色散X射线光谱仪、傅里叶红外光谱分析仪对木粉、预处理木粉和改性木粉进行表征。探讨了溶液pH、木粉加入量、溶液Cr(VI)初始质量浓度、吸附时间以及温度对吸附性能的影响。实验结果表明，改性后的木粉对Cr(VI)的去除率及吸附量明显提高。,改性木粉对Cr(VI)去除率最高可达98%，吸附量达4.9mg/g。,1.得到吸附 Cr(VI)最佳条件2.改性木粉吸附 Cr(VI)吸附量达4.9mg/g3.提交实验报告1份,,502,813,西部生态减贫与林木生物质能源产业协同发展,发展林木生物质能源产业是实现西北地区生态减贫的重要途径，目前原料供应不足是制约其发展的关键因素。为在西北地区因地制宜地实现生态减贫，充分发挥沙生灌木丰富的自然禀赋，提升农户的收入水平，本文运用演化博弈模型，分析农户、企业、中间人三大主体在林木生物质原料供应环节的复杂利益关系，探究达到使农户与企业稳定合作，减少中间人对原料供应过程干预的方法，从而解决农户收入水平低下、企业原料短缺的问题，促进当地林木生物质能源产业链的成熟。,当补贴价格处于某一范围时可达到原料供应稳定,赴内蒙、宁夏进行为期15天的调研工作数据搜集与基本处理分析撰写演化博弈部分的论文（进入外审阶段）与结题报告,1537536397,国家级,,
503,888,A4210知行合一实践团,自2012年北林学子提出“A4210”，先后开展了20余期“A4210好习惯养成微行动”，旨在帮助首都市民养成低碳环保的好习惯。已经联合30余所高校的同学们共同开展A4210环保宣传活动，累计招募志愿者达到了1580名；课余时间，我们深入30余个社区，在公园、广场开展相关宣传活动共计30余次，邀请3500余位首都市民直接参与到A4210的相关活动中来。2016年暑假，作为副队带领实践团，采取线上线下联动方式，大力推广线上交互平台的使用，呼吁民众绿色出行、绿色餐饮、绿色传播、绿色生活。,通过在校园外推广实践活动，使绿色低碳的理念不仅仅在校园内传播，还要推广到社区，让更多的群众了解、参与A4210。,1.进入社区总数达到25个以上，走出海淀区，通过发放宣传材料，现场向居民讲解等形式。整理活动照片及视频材料，制作A4210社区环保宣讲活动视频。2.建立居民与志愿者的反馈机制，形成以家庭为单位的好习惯养成群。3.以工作心得集的形式，收录实践团成员工作收获、心得感言并整理4.将A4210活动推出校园走向社会，扩大它的影响力，使环保理念深入人心。并希望以此为基点引起全社会对绿色生活方式的关注，留心生活中每一个细节，学会多种多样的环保小窍门，养成良好的生活习惯。,1537536582,,,,,,,,,,
504,813,基于云平台的便携式苗木胸径测量系统,但现在的胸径盘点手段过于落后，花费的时间成本和人力成本非常高，盘点效率很低。而目前没有发现任何的现代化胸径测量产品，这与我国庞大的苗木盘点需求严重不匹配，存在巨大的市场空白。而我们的产品特色直击用户痛点，当使用产品时，首先把手机放在手机支架上，打开测量软件。将支架抵在树干上，点击拍照后，一键处理就能得到胸径值，大大节省了时间和人力成本。,该测量系统能让育苗单位省时省力地盘点,创青春北京市级银奖 校梁希杯三等奖 校互联网+二等奖,1537536925,省市级,,,,,,,,,
513,899,第五届海峡两岸大学生国际经贸商务专题竞赛,第五届海峡两岸大学生国际经贸与商务专题竞赛大陆地区选拔赛中《中国企业在跨国并购下面对文化差异的对策》获得大陆赛区二等奖。,本文分析了企业文化整合在企业跨国并购中扮演的角色,,,,,,,,,,,在日常注意培养跨国管理人才,"以备接手跨国管理事务。"";"""";""国家级"""
514,705,济南大学科技创新项目立项,《基于消费者行为视角的“限塑令”实施困境及对策研究——以济南市为例》,大多数消费者对限塑令持支持的态度,论文,,,,,,,,,,,
516,744,乡村发展模式探索,“造血输血”模式下的乡村振兴总体规划，“造血”指结合乡村脉络，充分利用和改造乡村自身元素，打造特色鹿窝形象，让鹿窝焕发活力；“输血”指通过引入新时代的新鲜血液：互联网，新农人，文创企业等为鹿窝注入新的活力。,新时代的乡村振兴需要充分挖据乡村本身的优势，同时为乡村注入活力因子。,完成对乡村发展模式的探索，并获得了岭南杯——西部高校园林景观规划设计铜奖；四川省风景园林设计竞赛佳作奖；沅林杯第八届校园景观设计竞赛铜奖,,省市级,,,,,,,,,
518,705,期刊发表,《赢未来》期刊中优秀论文,腾讯公益的发展模式还是萌芽阶段，需要政府与市场共同参与，推动腾讯公益的发展。,《腾讯公益的发展现状》,,,,,,,,,,,
519,705,济南大学挑战杯,《共筑中国梦——城市贫困家庭儿童教育发展账户制度试探究》,无,论文三等奖,,,,,,,,,,,
520,705,济南大学科技创新项目立项,《济南市文明程度指数的调查——以济南市市中区为例》《基于消费者行为视角的“限塑令”实施困境及对策研究——以济南市为例》,无,论文,,,,,,,,,,,
522,744,公园景观设计,设计采用长镜头理论，“长”即过程，“镜头”即景观，所谓长镜头分为两个含义。针对生态修复，长镜头指时间轴下的景观变化情况，即时间长镜头；针对生态体验，长镜头指人在公园中不同空间场景下体验景观的过程，即空间长镜头。无论是生态建设场地带来的长期效益所蕴含的时间镜头还是简单的游人游园“游”生态的景观代表的空间镜头都为人们提供了一个置身其中享受自然、感悟生活的“道”。,以人的视角为镜头，为公园景观设计的切入点，探索时间、空间里的景观体验。,获得园冶杯国际景观设计竞赛三等奖,,国家级,,,,,,,,,
524,705,中国劳动力动态调查,中山大学社会科学调查中心2016年“中国劳动力动态调查”(简称CLDS)，负责济南市济阳县太平镇问卷调查。了解济阳县太平镇秦二村村民的劳动力情况。,了解济阳县太平镇秦二村村民的劳动力外流状况,论文,,,,,,,,,,,
525,705,济南市槐荫区老年人筛查、需求及能力评估,济南市槐荫区民政局项目，负责3个社区老年人问卷调查,济南市槐荫区老年人对居家养老的渴望但是又怕麻烦孩子的复杂的心理,论文,,,,,,,,,,,
526,705,3项济南大学大学生研究训练计划项目,《网络视阈下济南市烧烤模式的研究》、《关于共享经济下网约车的发展现状及其存在问题的调查研究——以济南市市中区为例》,无,论文,,,,,,,,,,,
527,705,2017年第二季度公交乘客满意度调查,济南市交通研究院，负责3条公交路线乘客的问卷调查。,了解到济南市市民对智能公交的渴望，但是也意识到农民工群体对智能公交的恐惧，农民工在城市公交方面融进城市存在很大的困难。,论文,,,,,,,,,,,
528,705,学业年度论文,《新农村改造背景下农村留守妇女现状的调查研究——以章丘市j村为例》,留守妇女由于住房问题、子女教育问题、社会观念传统、劳动技能欠缺等原因不得不留守农村；留守妇女面临身心压力大、缺乏安全感,论文,,,,,,,,,,,
529,705,外观设计专利权,《英语教学板（小学英语教学）》,无,专利,,,,,,,,,,,
535,877,温州洞头区海上风电项目,暑期在中国电建集团北京勘测设计研究院有限公司进行实习，参与海上风电项目，主要是数据筛选分析，辅助初期环境影响评估。,暂无,暂无,,,,,,,,,,,
536,877,"三峡库区面源污染植被消减过程与技术研究	",通过模拟冲刷实验，寻求三峡库区消落带适宜的草本植物，提出固土护坡最佳的消落带植被配置方式和空间特征,目前在实验和数据整理阶段,暂无,,,,,,,,,,,
537,877,"浑善达克沙地植被覆盖时空格局及趋势研究	",探讨气候要素的变化尤其是降水对浑善达克沙地植被盖度演变的影响，掌握年际间变化规律，对调节生态过程、评价陆地生态系统的环境质量具有重要意义。,目前还在数据收集处理阶段，暂无,暂无,,,,,,,,,,,
538,877,北京市失踪儿童高发地空间特征及预警研究,收集数据并用GIS和SPSS技术处理，寻求儿童失踪高发地的影响因子，针对降低儿童失踪频率和失踪后高效找回提出建议。,在我国寻找失踪儿童主要依靠警方和家庭的力量，公众的参与程度低，形成“社会合力”成了解决问题的核心。,撰写论文一篇《失踪儿童高发地空间特征及预警研究——以北京市和河北省为例》,,国家级,,,,,,,,,
539,530,不同类别种子的种胚耐脱水特性比较研究,安全含水量是影响种子寿命的重要因素，不同类别种子因其安全含水量不同，在贮藏中要求的环境条件不同。许多学者对种子的不同含水量情况下贮藏效果进行了大量研究。但关于种胚、种子内含物与耐脱水性的关系，以及种胚失去生活力的含水量阈值报道甚少。本研究以油松、板栗为试材，采用硅胶干燥的方法，通过测定在不同含水量条件下内含物的变化及种子生活力，比较研究种胚脱水特性，确定含水量阈值，以期为两种类型种子贮藏提供科学依据。,油松和板栗种子各部位含水量存在线性关系；其种胚致死含水量分别为2.39%和46.43%；可溶性糖是造成二者耐脱水性差异的原因。,大学生创新训练项目结题报告一份,1537585520,省市级,,,,,,,,,
540,796,大学生创新项目,大学生创新创业训练计划项目《WPU乳液合成及其增强大豆蛋白胶黏性能研究》主持人,正在进行中,正在进行中,,,,,,,,,,,
541,866,理想气体方程测量大气压强,在辅导老师指导下，主持“自制实验设备测量有关地球的物理量”题目实验，并设计利用理想气体状态方程测量大气压强的实验。,设计一种绿色环保，操作简便，测量精度较高的大气压强测量方法。,北京市大学生物理实验竞赛三等奖，并发表论文一篇。[1]胡雪杨,,,,,,,,,,,
544,76,全国高校会计与商业管理案例竞赛总决赛,随着移动互联网时代的来临，我国互联网旅游企业的发展面临着前所未有的机遇与挑战，我们针对途牛旅游网的内、外部现状，对其进行财务分析（包括偿债能力、盈利能力、成长能力等）、策略分析（包括其战略目标、核心竞争力、现行策略等），为其制定了总体战略与具体执行计划（包括长期、短期），并对其进行了财务预测，为其进一步持续、健康发展提供了一定借鉴意义。,我们对“途牛”的未来发展状况作了较为精准的预测并提供了切实可行的计划，如其需要精准化广告投资、加强产业链打造等。,我们通过分析研究途牛旅游网的现状、优缺点以及面临的内外部竞争等，从财务能力、策略计划、财务预测等几个方面为其提出可行的建议与策略，并写成了《途牛》商业策划书。,1537587083,国家级,,,,,,,,,
546,89,《荻在重金属铬胁迫下的生理响应》,从实验室开始，到后期养护，研究荻在重金属铬三个阶段不同浓度胁迫下的 生理响应。,无,无,,,,,,,,,,,
547,76,湖北省体育舞蹈公开赛,"体育舞蹈在我国是一项新兴的体育运动，它也称""国际标准交谊舞""。我们学校专门开设了交谊舞社团，既能够培养同学们的兴趣爱好，强身健体，又能够参加体育舞蹈大赛，同其他舞蹈爱好人士相互交流，共同进步，并为学校赢得荣誉。",积极培养兴趣爱好，锻炼身体，提高自身的综合素质。,获得湖北省体育舞蹈公开赛暨宜昌市第十届体育舞蹈锦标赛大学生交谊舞H组第一名。,1537587302,省市级,,,,,,,,,
548,940,国家级大创项目,广场舞组织氛围与老年人主观幸福感的关系：组织认同和自尊的中介作用,可以通过改善广场舞组织氛围增强老年人主观幸福感，以促进老年人积极老化、健康老化。,已投稿《发展心理与教育》,,,,,,,,,,,
549,853,庐山树木学实习,在庐山实习一周，主要进行树木识别学习。,,参加识别竞赛，获得三等奖,1537589966,,,,,,,,,,
550,853,江南园林综合实习,在上海，杭州，苏州三地进行园林专业综合实习，识别南方常见园林植物，学习苏州私家园林造园手法。,,实习报告一份速写二十余幅,,,,,,,,,,,
553,940,全年级项目,北京市居民幸福感调查，对5583份数据进行差异检验以及讨论，并撰写报告,我们的国家为了有效提升国民幸福感，就要从教育、就业、社会保障、经济等各方面考量其对个体的幸福感的影响,报告《北京市居民幸福感调查》,,,,,,,,,,,
554,940,虚拟现实暴露疗法：治疗考试焦虑研究,利用VR技术对高三高考试焦虑的学生进行干预,,项目进行过程中,,,,,,,,,,,
556,239,《奇迹荒野》面向青少年的自然科普冒险游戏,2017年5月，我与另三人组建团队，以设计完成一部科普游戏为目标申报了国家级大学生创新创业训练项目。游戏预计用户为8-25岁的青少年，目标平台为移动端。项目响应生态文明建设，结合学校的林学资源优势，尝试将科学探险融入游戏博弈中，通过发现动植物和它们的痕迹，采摘药用植物、食用植物，避开有毒植物、珍稀植物、毒蛇猛兽，选择扎营地点等机制，引导玩家学习自然科学知识。我在项目中负责游戏策划、界面设计、人物设计、场景设计。目前游戏demo已经完成，项目已结题并且被评为优秀。,通过将知识与游戏机制有机融合，能够引导玩家主动学习和反复加深记忆，增强知识的可接受度和记忆强度，实现科普游戏的意义。,制作出一款新颖独特、符合预期效果的的自然科普游戏，游戏实现了移动端的运行，已经提交完整详细的游戏策划文档、游戏程序文件和结题报告，正在申请软件著作权。,1537593347,国家级,,,,,,,,,
559,900,不同保鲜剂对玫瑰保鲜效果的研究,选用不同试剂对其进行处理，最后选出最佳溶剂,氯化钙蔗糖和水杨酸混合配置溶液保鲜效果最好,不同保鲜剂对玫瑰保鲜效果的研究,1537595258,省市级,,,,,,,,,
561,900,哈尔滨花卉节,插花或盆景作品,盆景作品,获得一等奖,1537595467,省市级,,,,,,,,,
562,960,校餐通点餐系统,大学生面临吃饭难，怕对时间长的问题，使用点餐系统可以大大节省大家的时间。,使用该系统可以提高餐厅的用餐效率，同时也大大节约了同学们的时间。,商业策划案《校餐通点餐系统》,,省市级,,,,,,,,,
563,791,“金牌厨柜杯”家居厨柜创意设计大赛,设计了一套小空间的MINI厨房的厨柜。有创新的墙上翻板，儿童踩踏板，可拉伸的餐桌融入。通过，效果图展板展示，获得入围决赛资格。在决赛中通过现场PPT展示，用VR全景图全方位展示厨房空间，获得二等奖。,,“金牌厨柜杯”家居厨柜创意设计大赛二等奖,1537597510,省市级,,,,,,,,,
564,791,《刍议极简主义在现代室内设计中的运用》,通过查阅文献和结合所学，对极简主义在室内设计中的运用，深入了解。,,《刍议极简主义在现代室内设计中的运用》,1537597873,省市级,,,,,,,,,
565,791,《室内家具设计的人性化理念体现分析》,通过查阅资料文献和结合所学内容，深入了解家具设计的人性化特性。,,《室内家具设计的人性化理念体现分析》,1537598174,省市级,,,,,,,,,
567,249,智慧模式在城市园林中的实践和探索,以保定市植物园改造项目为例，归纳总结各使用人群对该场地的需求现状，基于智慧技术理念探讨智慧技术在现代园林诸多方面的应用。,智慧技术手段得到人们的广泛认可，智慧园林模式将更好的改善城市生活,在国家级创新创业项目中担任项目负责人并结题，发表论文《智慧模式在城市中的实践和探索》、《智慧园林在城市中的应用和探索—以保定市植物园改造项目为例》,1537599443,国家级,,,,,,,,,
568,970,旅游城镇化发展研究,暨南大学经济系张含宇老师区域经济研究项目,主要参与多家企业旅游城镇化案例的动力机制、发展盈利模式分析，城镇化政策法规收集整理以及旅游城镇实地调研。,主要参与多家企业旅游城镇化案例的动力机制、发展盈利模式分析，城镇化政策法规收集整理以及旅游城镇实地调研。,,省市级,,,,,,,,,
569,970,旅游发展、经济增长与金融发展,2017年9月—至今，参与暨南大学经济系吕一清老师课题,在老师指导下独立进行整篇论文撰写。已完成各变量文献梳理、指标确定、模型敲定和数据收集工作,在老师指导下独立进行整篇论文撰写。已完成各变量文献梳理、指标确定、模型敲定和数据收集工作,,,,,,,,,,,
570,970,旅游价格对入境旅游量的经济作用机理研究,2017年9月—11月，参与吕一清老师经济学项目,主要进行数据处理工作,主要进行数据处理工作，使用SPSS分析软件进行变量相关性检验,,省市级,,,,,,,,,
571,71,草被格局影响坡面薄层流侵蚀动力特性研究,柔性植被，尤其是草被，通过改变薄层流和泥沙的汇移路径，可以改善土壤水蚀的侵蚀程度。结合现有研究，已经证实不同的植被空间分布配置直接影响到坡面侵蚀产沙的水动力机制。合理的植被格局可以有效减缓坡面流流速从而达到水土保持的效果。然而，植被影响下的水土流失评估目前研究主要采用植被覆盖度单一因素，空间分布格局信息的缺失造成坡面水土流失预测精度偏低。本次实验就是为了研究草被空间分布格局对流量和相关侵蚀动力学的指数的关系，并得出相关结论。,从水动力学特征看，顶聚与带状格局具有较好的水动力学特性，通过改变水流特性减少侵蚀，从产沙看，底聚与带状格局具有较好的阻沙效果。,完成《基草被空间分布对坡面薄层流侵蚀动力特性的影响研究》论文一篇,1537600877,省市级,,,,,,,,,
572,970,中国手艺风情街,2017年7月——2017年8月，参与姜辽老师横向课题,负责策划方案攥写和详规修改,负责策划方案攥写和详规修改，包括可行性分析、产品体系梳理等章节。,,省市级,,,,,,,,,
573,970,文学旅游的审美消费,2017年8月—11月，加入姜辽老师的课题组，参与其国家自然科学基金项目《文学旅游地的重构与地方性再造：旅游社会文化影响的视角》，独立完成基金项目子部分论文《文学旅游的审美消费》初稿。,独立撰写论文,进行旅游目的地游客深度访谈，收集整理访谈语录。独立撰写论文,,国家级,,,,,,,,,
574,970,章丘绣源河旅游综合项目,2017年7月——2017年8月，参与姜辽老师的横向课题,负责策划方案攥写和详规修改,负责策划方案攥写和详规修改，包括可行性分析、产品体系梳理等章节。,,省市级,,,,,,,,,
575,819,校园典型景观生态系统中植物病虫害调查,伴随着校园环境质量的明显提升，校园景观植物的病虫害也在提升，病虫害种类组成复杂，数量庞大，并有逐年发生加重的趋势，对校园绿化和生态校园建设构成威胁，已成为大学校园的共性和亟待解决的问题。校园典型景观植物病虫害调查研究小组以此为切入点，结合所学的生物相关专业知识，并在李学军教授的指导下，开展了校园景观植物病虫害种类和部分病虫害危害程度的调查工作，为学校的病虫害防治工作提供参考。,编制《沈阳师范大学校园典型景观植物病虫害种类记述》和《校园景观植物病虫害调查分析报告》，并将相应防治策略与学校后勤部交流。,调研报告,,,,,,,,,,,
576,402,项目名称:核影卫士核素药物配置机器人,医学影像检测，已经成为精准医疗时代的必要诊断手段。但核素诊断药物需求巨大，配药人员稀缺。低效高危险性的人工配置已经无法满足时代需求，高效安全的自动化药物配置成为新时代的趋势!团队自主研发深度学习视觉算法、机器人技术、虚拟仿真技术和云端大数据分析算法，研制出核素药物配置机器人，以高效、安全、价格亲民的自动化医疗设备满足市场需求。,核素药物配置危险性大，对人体的生命安全有很大影响，自动化的配药机器需求量大，核影卫士为核医学医护人员构筑一道安全的防护长城。,省级一等奖，已进入国赛,1537603190,省市级,,,,,,,,,
577,399,《天津滨达速食面包装有限公司》计划书,?通过实地走访和市场调研获取一手数据，作为团队主要成员，结合市场速食面的实际包装成本、销售情况，进行财务分析、财务预测，撰写项目计划书的财务部分。,无,无,1537604537,,,,,,,,,,
578,399,《包子常温气调保鲜技术》计划书,?通过对食品保鲜防腐剂的成本、销量进行财务预算，撰写项目计划书的财务部分。,无,无,1537604617,,,,,,,,,,
