,i,project,label
4543,485.0,北方工业大学学生科技活动项目以第一作者在《智库时代》上发表“北京地区软件和信息技术服务业上市公司的政府补助与经营绩效的相关性研究”其他,0.0
4544,485.0,2018年北京市大学生科学研究与创业行动计划以第一作者在《全国流通经济》上发表“企业环保投资与企业竞争力研究”其他,0.0
4545,485.0,2019年北京市大学生科学研究与创业行动计划以第一作者在《科技经济导刊》上发表“北京地区民营科技企业资本结构优化研究”其他,0.0
4546,485.0,2019年北京市大学生科学研究与创业行动计划（2）以第二作者在《现代经济信息》上发表“北京地区民营科技企业集团化发展融资问题研究”其他,0.0
4547,485.0,北方工业大学学生科技活动项目以第一作者在《智库时代》上发表“北京地区软件和信息技术服务业上市公司的政府补助与经营绩效的相关性研究”其他,0.0
4548,485.0,2018年北京市大学生科学研究与创业行动计划以第一作者在《全国流通经济》上发表“企业环保投资与企业竞争力研究”其他,0.0
4549,485.0,2019年北京市大学生科学研究与创业行动计划以第一作者在《科技经济导刊》上发表“北京地区民营科技企业资本结构优化研究”其他,0.0
4550,485.0,2019年北京市大学生科学研究与创业行动计划（2）以第二作者在《现代经济信息》上发表“北京地区民营科技企业集团化发展融资问题研究”其他,0.0
4551,485.0,北方工业大学学生科技活动项目以第一作者在《智库时代》上发表“北京地区软件和信息技术服务业上市公司的政府补助与经营绩效的相关性研究”其他,0.0
4552,485.0,2018年北京市大学生科学研究与创业行动计划以第一作者在《全国流通经济》上发表“企业环保投资与企业竞争力研究”其他,0.0
4553,485.0,2019年北京市大学生科学研究与创业行动计划以第一作者在《科技经济导刊》上发表“北京地区民营科技企业资本结构优化研究”其他,0.0
4554,485.0,2019年北京市大学生科学研究与创业行动计划（2）以第二作者在《现代经济信息》上发表“北京地区民营科技企业集团化发展融资问题研究”其他,0.0
4555,485.0,北方工业大学学生科技活动项目以第一作者在《智库时代》上发表“北京地区软件和信息技术服务业上市公司的政府补助与经营绩效的相关性研究”其他,0.0
4556,485.0,2018年北京市大学生科学研究与创业行动计划以第一作者在《全国流通经济》上发表“企业环保投资与企业竞争力研究”其他,0.0
4557,485.0,2019年北京市大学生科学研究与创业行动计划以第一作者在《科技经济导刊》上发表“北京地区民营科技企业资本结构优化研究”其他,0.0
4558,485.0,2019年北京市大学生科学研究与创业行动计划（2）以第二作者在《现代经济信息》上发表“北京地区民营科技企业集团化发展融资问题研究”其他,0.0
4559,485.0,北方工业大学学生科技活动项目以第一作者在《智库时代》上发表“北京地区软件和信息技术服务业上市公司的政府补助与经营绩效的相关性研究”其他,0.0
4560,487.0,内蒙古大兴安岭主要乔灌树种理化性质及抗火性研究被西南林业大学期刊接收国家级,0.0
4561,488.0,000,0.0
4562,489.0,000,0.0
4563,490.0,河南省黄河滩区脱贫攻坚模式研究项目组已把整理完毕的数据上报给了省农科院课题组省市级,0.0
4564,490.0,河南省财政厅重大公益项目——河南省教育厅“出彩中原实践活动报告已经送至了省财政厅。 省市级,0.0
4565,490.0,河南省黄河滩区脱贫攻坚模式研究项目组已把整理完毕的数据上报给了省农科院课题组省市级,0.0
4566,490.0,河南省财政厅重大公益项目——河南省教育厅“出彩中原实践活动报告已经送至了省财政厅。 省市级,0.0
4567,490.0,河南省黄河滩区脱贫攻坚模式研究项目组已把整理完毕的数据上报给了省农科院课题组省市级,0.0
4568,490.0,河南省财政厅重大公益项目——河南省教育厅“出彩中原实践活动报告已经送至了省财政厅。 省市级,0.0
4569,491.0,95后大学生恋爱观的影响因素帮助“95后”大学生树立积极向上的恋爱观，诸多方面需要共同努力，良好的社会氛围、和谐的家庭环境、积极的校园风气和大学生自身的努力都不可或缺。其他,0.0
4570,491.0,小城这40年改革开放是一股强大的历史洪流荡涤着我的小城，洗去铅华来昂首迎接新时代。我感谢改革开放这一伟大政策给我的小城和我们的国家带来的发展变化。作为一名大学生，我应当提高自身综合素质，夯实专业基础，适应快速发展的社会，努力成为国之栋梁，为改革开放和社会未来贡献力量省市级,0.0
4571,491.0,95后大学生恋爱观的影响因素帮助“95后”大学生树立积极向上的恋爱观，诸多方面需要共同努力，良好的社会氛围、和谐的家庭环境、积极的校园风气和大学生自身的努力都不可或缺。其他,0.0
4572,491.0,小城这40年改革开放是一股强大的历史洪流荡涤着我的小城，洗去铅华来昂首迎接新时代。我感谢改革开放这一伟大政策给我的小城和我们的国家带来的发展变化。作为一名大学生，我应当提高自身综合素质，夯实专业基础，适应快速发展的社会，努力成为国之栋梁，为改革开放和社会未来贡献力量省市级,0.0
4573,491.0,95后大学生恋爱观的影响因素帮助“95后”大学生树立积极向上的恋爱观，诸多方面需要共同努力，良好的社会氛围、和谐的家庭环境、积极的校园风气和大学生自身的努力都不可或缺。其他,0.0
4574,491.0,小城这40年改革开放是一股强大的历史洪流荡涤着我的小城，洗去铅华来昂首迎接新时代。我感谢改革开放这一伟大政策给我的小城和我们的国家带来的发展变化。作为一名大学生，我应当提高自身综合素质，夯实专业基础，适应快速发展的社会，努力成为国之栋梁，为改革开放和社会未来贡献力量省市级,0.0
4575,492.0,000,0.0
4576,492.0,000,0.0
4577,493.0,000,0.0
4578,493.0,000,0.0
4579,493.0,000,0.0
4580,493.0,000,0.0
4581,493.0,000,0.0
4582,493.0,000,0.0
4583,493.0,000,0.0
4584,493.0,000,0.0
4585,493.0,000,0.0
4586,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4587,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4588,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4589,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4590,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4591,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4592,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4593,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4594,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4595,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4596,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4597,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4598,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4599,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4600,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4601,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4602,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4603,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4604,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4605,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4606,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4607,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4608,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4609,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4610,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4611,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4612,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4613,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4614,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4615,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4616,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4617,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4618,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4619,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4620,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4621,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4622,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4623,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4624,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4625,495.0,菊花嫁接方法的优化提交专利一项：一种简单高效的菊花嫁接方法国家级,0.0
4626,495.0,杭白菊、金丝皇菊烘茶对烘茶技术有了初步了解其他,0.0
4627,495.0,国家苹果实验中心实验熟练掌握组培技术其他,0.0
4628,496.0,大学生校级创新创业训练计划正在撰写论文其他,0.0
4629,496.0,大学生校级创新创业训练计划正在撰写论文其他,0.0
4630,496.0,大学生校级创新创业训练计划正在撰写论文其他,0.0
4631,496.0,大学生校级创新创业训练计划正在撰写论文其他,0.0
4632,497.0,000,0.0
4633,497.0,000,0.0
4634,498.0,梁希杯大学生课外学术科技作品竞赛梁希杯复赛其他,1.0
4635,498.0,梁希杯大学生课外学术科技作品竞赛梁希杯复赛其他,1.0
4636,498.0,梁希杯大学生课外学术科技作品竞赛梁希杯复赛其他,1.0
4637,498.0,梁希杯大学生课外学术科技作品竞赛梁希杯复赛其他,1.0
4638,499.0,000,0.0
4639,499.0,000,0.0
4640,500.0,000,1.0
4641,500.0,000,1.0
4642,500.0,000,1.0
4643,501.0,000,1.0
4644,501.0,000,1.0
4645,501.0,000,1.0
4646,501.0,000,1.0
4647,501.0,000,1.0
4648,501.0,000,1.0
4649,502.0,开普茶叶品牌包装设计已商用国家级,0.0
4650,503.0,第五届互联网+校级金奖，省级铜奖省市级,0.0
4651,503.0,2018创青春获得河北省创业大赛二等奖省市级,0.0
4652,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4653,504.0,高校社团综合管理系统00,0.0
4654,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4655,504.0,高校社团综合管理系统00,0.0
4656,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4657,504.0,高校社团综合管理系统00,0.0
4658,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4659,504.0,高校社团综合管理系统00,0.0
4660,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4661,504.0,高校社团综合管理系统00,0.0
4662,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4663,504.0,高校社团综合管理系统00,0.0
4664,504.0,高校第二成绩单的研发与设计目前已完成各个界面信息的增删改查其他,0.0
4665,504.0,高校社团综合管理系统00,0.0
4666,505.0,主持国家级大学生创新创业训练项目1.在《明日风尚》期刊发表论文《基于互联网+的头脑风暴APP设计》2.在《西部皮革》期刊发表论文《浅析个性化定制与头脑风暴APP设计》国家级,0.0
4667,505.0,第十三批科技创新项目实物其他,0.0
4668,505.0,主持国家级大学生创新创业训练项目1.在《明日风尚》期刊发表论文《基于互联网+的头脑风暴APP设计》2.在《西部皮革》期刊发表论文《浅析个性化定制与头脑风暴APP设计》国家级,0.0
4669,505.0,第十三批科技创新项目实物其他,0.0
4670,505.0,主持国家级大学生创新创业训练项目1.在《明日风尚》期刊发表论文《基于互联网+的头脑风暴APP设计》2.在《西部皮革》期刊发表论文《浅析个性化定制与头脑风暴APP设计》国家级,0.0
4671,505.0,第十三批科技创新项目实物其他,0.0
4672,506.0,智慧农村助手目前正在开发智慧农村助手APP和微信小程序，已有微信公众号省市级,0.0
4673,506.0,智慧农村助手目前正在开发智慧农村助手APP和微信小程序，已有微信公众号省市级,0.0
4674,506.0,智慧农村助手目前正在开发智慧农村助手APP和微信小程序，已有微信公众号省市级,0.0
4675,506.0,智慧农村助手目前正在开发智慧农村助手APP和微信小程序，已有微信公众号省市级,0.0
4676,507.0,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。其他,1.0
4677,507.0,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。省市级,1.0
4678,507.0,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。其他,1.0
4679,507.0,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。省市级,1.0
4680,507.0,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。其他,1.0
4681,507.0,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。省市级,1.0
4682,507.0,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。其他,1.0
4683,507.0,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。省市级,1.0
4684,507.0,WPU乳液合成及其增强大豆蛋白胶黏剂性能研究实验中通过对聚氨酯乳液分子结构调控，从分子水平揭示功能化聚氨酯/交联机多种交联体系增强胶接结构的形成机制及胶接增强机理。其他,1.0
4685,507.0,PDA@MFC/巯基化聚氨酯乳液合成及改性大豆蛋白胶黏剂实验过程中，制备出基于仿生改性的巯基化聚氨酯乳液增强大豆蛋白胶黏剂，通过各项测试得出，改性后的豆胶胶接强度显著提高，热稳定性得到改善。投稿SCI论文一篇。省市级,1.0
4686,508.0,000,0.0
4687,508.0,000,0.0
4688,508.0,000,0.0
4689,508.0,000,0.0
4690,508.0,000,0.0
4691,508.0,000,0.0
4692,508.0,000,0.0
4693,508.0,000,0.0
4694,508.0,000,0.0
4695,508.0,000,0.0
4696,508.0,000,0.0
4697,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4698,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4699,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4700,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4701,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4702,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4703,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4704,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4705,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4706,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4707,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4708,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4709,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4710,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4711,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4712,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4713,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4714,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4715,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4716,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4717,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4718,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4719,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4720,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4721,509.0,2017大学生创新创业大赛-同优创意定制1.同优创意工作室成立。2.发表论文一篇，外观设计专利一项。3.设计产品若干：A）	创意拼接笔筒B）	特色杯垫C）	榉木板手机支架D）	定制名片盒E）	定制相册F）	激光雕刻笔筒G）	小型钥匙扣H）	各种尺寸的水晶摆件省市级,0.0
4722,509.0,2019互联网+-F·G水果采摘设备实体模型一个互联网+校级一等奖其他,0.0
4723,509.0,海尔冰箱干湿分离区设计完成设计项目，并投产。其他,0.0
4724,509.0,开立美容仪研发公司已定稿，产品待投产。其他,0.0
4725,510.0,000,0.0
4726,510.0,000,0.0
4727,511.0,中国传统书法艺术与中医衍生品设计论文全新的中药产品的系列设计针对大学生普遍存在的5中亚健康问题，针对亚健康，可以使用中药纸、中药贴等产品，致力于提供一种更为便捷、创新、趣味的“治疗”方式。同时结合传统书法艺术，设计出既新颖又具中国文化特色的新式产品。省市级,0.0
4728,511.0,便携式办公扫描仪山东省机电大赛二等奖省市级,0.0
4729,511.0,Whale chair鲸鱼仿生设计山东省工业设计大赛一等奖省市级,0.0
4730,511.0,中国传统书法艺术与中医衍生品设计论文全新的中药产品的系列设计针对大学生普遍存在的5中亚健康问题，针对亚健康，可以使用中药纸、中药贴等产品，致力于提供一种更为便捷、创新、趣味的“治疗”方式。同时结合传统书法艺术，设计出既新颖又具中国文化特色的新式产品。省市级,0.0
4731,511.0,便携式办公扫描仪山东省机电大赛二等奖省市级,0.0
4732,511.0,Whale chair鲸鱼仿生设计山东省工业设计大赛一等奖省市级,0.0
4733,511.0,中国传统书法艺术与中医衍生品设计论文全新的中药产品的系列设计针对大学生普遍存在的5中亚健康问题，针对亚健康，可以使用中药纸、中药贴等产品，致力于提供一种更为便捷、创新、趣味的“治疗”方式。同时结合传统书法艺术，设计出既新颖又具中国文化特色的新式产品。省市级,0.0
4734,511.0,便携式办公扫描仪山东省机电大赛二等奖省市级,0.0
4735,511.0,Whale chair鲸鱼仿生设计山东省工业设计大赛一等奖省市级,0.0
4736,511.0,中国传统书法艺术与中医衍生品设计论文全新的中药产品的系列设计针对大学生普遍存在的5中亚健康问题，针对亚健康，可以使用中药纸、中药贴等产品，致力于提供一种更为便捷、创新、趣味的“治疗”方式。同时结合传统书法艺术，设计出既新颖又具中国文化特色的新式产品。省市级,0.0
4737,511.0,便携式办公扫描仪山东省机电大赛二等奖省市级,0.0
4738,511.0,Whale chair鲸鱼仿生设计山东省工业设计大赛一等奖省市级,0.0
4739,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4740,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4741,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4742,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4743,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4744,512.0,PETAXI宠物出行平台设计得到完整的宠物出行线上、线下服务设施，并获得UXDA国际用户体验大赛全国三等奖，企业组第三名，目前该项目正于TANG+孵化。TANG+孵化。其他,0.0
4745,513.0,000,0.0
4746,513.0,000,0.0
4747,513.0,000,0.0
4748,514.0,000,1.0
4749,514.0,000,1.0
4750,514.0,000,1.0
4751,514.0,000,1.0
4752,515.0,000,0.0
4753,515.0,000,0.0
4754,515.0,000,0.0
4755,515.0,000,0.0
4756,516.0,000,0.0
4757,517.0,000,0.0
4758,518.0,000,0.0
4759,519.0,000,0.0
4760,520.0,000,0.0
4761,520.0,000,0.0
4762,520.0,000,0.0
4763,520.0,000,0.0
4764,520.0,000,0.0
4765,520.0,000,0.0
4766,520.0,000,0.0
4767,520.0,000,0.0
4768,520.0,000,0.0
4769,520.0,000,0.0
4770,520.0,000,0.0
4771,520.0,000,0.0
4772,520.0,000,0.0
4773,520.0,000,0.0
4774,520.0,000,0.0
4775,520.0,000,0.0
4776,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4777,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4778,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4779,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4780,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4781,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4782,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4783,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4784,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4785,522.0,大学生创新创业项目发表了《企业风险管理视角下共享单车企业盈利模式探讨》，《共享单车行业发展面临的困境》以及《ofo小黄车面临的企业风险及对策》论文三篇，以摩拜单车以及ofo小黄车为例研究了共享单车企业面临的各项风险并为共享单车企业企业提出了对策建议。其他,0.0
4786,523.0,000,0.0
4787,524.0,000,0.0
4788,525.0,ui项目提升自身水平其他,0.0
4789,525.0,vi项目锻炼自己设计水平其他,0.0
4790,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4791,525.0,ui项目提升自身水平其他,0.0
4792,525.0,vi项目锻炼自己设计水平其他,0.0
4793,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4794,525.0,ui项目提升自身水平其他,0.0
4795,525.0,vi项目锻炼自己设计水平其他,0.0
4796,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4797,525.0,ui项目提升自身水平其他,0.0
4798,525.0,vi项目锻炼自己设计水平其他,0.0
4799,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4800,525.0,ui项目提升自身水平其他,0.0
4801,525.0,vi项目锻炼自己设计水平其他,0.0
4802,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4803,525.0,ui项目提升自身水平其他,0.0
4804,525.0,vi项目锻炼自己设计水平其他,0.0
4805,525.0,设计创意墙项目得到了河北大学财务部的认可其他,0.0
4806,526.0,000,0.0
4807,527.0,000,0.0
4808,528.0,炫彩木韵-彩色单板层积材获得第十二届河北农业大学节能减排二等奖其他,1.0
4809,528.0,荷木科技-户外超疏水木材专家获得第五届互联网加省赛铜奖省市级,1.0
4810,528.0,炫彩木韵-彩色单板层积材获得第十二届河北农业大学节能减排二等奖其他,1.0
4811,528.0,荷木科技-户外超疏水木材专家获得第五届互联网加省赛铜奖省市级,1.0
4812,528.0,炫彩木韵-彩色单板层积材获得第十二届河北农业大学节能减排二等奖其他,1.0
4813,528.0,荷木科技-户外超疏水木材专家获得第五届互联网加省赛铜奖省市级,1.0
4814,529.0,数据课栈短视频视阈下大数据普“慧”新模式探索研究已建立抖音号，定期发送视频，将有趣味性的动态知识传递到大众手中，已获数百次点赞量，目前发布视频7个。省市级,1.0
