honour_id,uid,honour_name,specificdesc,certificate,certificate_level,honour_at,create_at
2792,585,三好学生,获2016-2017学年南京林业大学“三好学生”称号,public/img/stu/585/honour/585_ee719eec.jpeg,校级,Dec-17,2019/9/20 3:23
2793,643,人文知识竞赛二等奖,,public/img/stu/643/honour/643_6a13fb57.png,校级,Dec-16,2019/9/20 3:24
2794,136,2016-2017学年专业一,,public/img/stu/136/honour/136_f630b419.jpeg,省市级,Nov-17,2019/9/20 3:24
2795,251,小班主任聘书,2018级风景园林一班小班主任,public/img/stu/251/honour/251_dc533735.jpeg,院级,Sep-18,2019/9/20 3:25
2796,136,2016-2017学年优秀学,2016-2017学年优秀学生干部,public/img/stu/136/honour/136_02a5402d.jpeg,校级,Nov-17,2019/9/20 3:25
2797,136,2016-2017学年三好学,2016-2017学年三好学生,public/img/stu/136/honour/136_565072eb.jpeg,校级,Nov-17,2019/9/20 3:26
2798,136,2017-2018学年专业一,2017-2018学年专业一等奖学金,public/img/stu/136/honour/136_4bc9fe3f.jpeg,校级,Nov-18,2019/9/20 3:27
2799,136,2017-2018学年三好学,2017-2018学年三好学生,public/img/stu/136/honour/136_d0bb2696.jpeg,校级,Nov-18,2019/9/20 3:27
2802,136,外研社杯全国英语阅读,“外研社杯”全国英语阅读大赛安徽农业大学选拔赛三等奖,public/img/stu/136/honour/136_a98029f1.jpeg,校级,Sep-17,2019/9/20 3:31
2803,136,外研社杯全国写作,“外研社杯”全国英语写作大赛安徽农业大学选拔赛二等奖,public/img/stu/136/honour/136_4ac37abc.jpeg,校级,Oct-18,2019/9/20 3:33
2804,136,安徽农业大学“兴农杯,安徽农业大学“兴农杯”大学生创客大赛中《生态农夫》三等奖,public/img/stu/136/honour/136_14b11703.jpeg,校级,Jun-18,2019/9/20 3:35
2805,251,班长聘书,2016级风景园林一班 班长,public/img/stu/251/honour/251_50bc3b29.jpeg,院级,Oct-16,2019/9/20 3:35
2806,136,互联网+校级二等,《云病理》校级互联网+二等奖,public/img/stu/136/honour/136_443614d9.jpeg,校级,Aug-19,2019/9/20 3:42
2808,136,三创赛二等奖,《阿拉丁植物护理专家》获第八届全国大学生电子商务“创新、创意及创业”挑战赛一等奖,public/img/stu/136/honour/136_42fb18d3.jpeg,校级,Aug-18,2019/9/20 3:46
2809,136,时代安农景观设计大,时代安农景观设计大赛校级二等奖,public/img/stu/136/honour/136_05ced3d2.jpeg,校级,Dec-16,2019/9/20 3:48
2810,634,北京市优秀学生干部,任北京林业大学绿手指环境保护者协会会长期间表现优异,public/img/stu/634/honour/634_856e6d77.jpeg,省市级,May-19,2019/9/20 3:58
2811,723,校级优秀学生二等奖,,,校级,Oct-18,2019/9/20 4:02
2812,670,四川风景园林竞赛,优秀奖,public/img/stu/670/honour/670_1d01d398.jpeg,省市级,Jun-19,2019/9/20 4:04
2813,670,优秀学生,,public/img/stu/670/honour/670_b474a95a.jpeg,校级,Nov-18,2019/9/20 4:05
2815,705,优秀学生三等奖学金,,public/img/stu/705/honour/705_553e72c9.jpeg,校级,Dec-17,2019/9/20 4:07
2816,670,国家励志奖学金,,public/img/stu/670/honour/670_b9bb24ba.jpeg,国家级,Oct-18,2019/9/20 4:07
2817,705,斯道拉恩索奖学金,,public/img/stu/705/honour/705_16afffa1.jpeg,其他,Dec-18,2019/9/20 4:07
2818,670,优秀学生干部,,public/img/stu/670/honour/670_6f632f71.jpeg,校级,Nov-18,2019/9/20 4:13
2819,670,先进个人,,public/img/stu/670/honour/670_b1ad5add.jpeg,校级,Nov-17,2019/9/20 4:14
2820,670,手语证书,,public/img/stu/670/honour/670_38b9b9d8.jpeg,省市级,Dec-17,2019/9/20 4:16
2821,670,心理知识证书,,public/img/stu/670/honour/670_3d54336b.jpeg,校级,Nov-16,2019/9/20 4:17
2823,670,励志奖学金,,public/img/stu/670/honour/670_9e5e512c.jpeg,国家级,Oct-18,2019/9/20 4:23
2824,596,优秀学生三等奖学金,北京林业大学2017-2018学年优秀学生三等奖学金,public/img/stu/596/honour/596_b657a464.jpeg,校级,Dec-18,2019/9/20 4:23
2825,626,北京大学生艺术节金奖,2018年北京市大学生艺术节混声合唱组金奖,public/img/stu/626/honour/626_652048d0.png,省市级,Jun-18,2019/9/20 4:25
2826,626,综合优秀奖学金,2018年度北京林业大学学生艺术团 综合优秀奖学金,public/img/stu/626/honour/626_a1df1ec9.png,校级,Dec-18,2019/9/20 4:27
2827,626,社团活动奖学金,2017-2018学年 社团活动奖学金,public/img/stu/626/honour/626_b80837f5.png,校级,Dec-18,2019/9/20 4:28
2828,709,国家励志奖学金,,public/img/stu/709/honour/709_a537929d.jpeg,国家级,Dec-17,2019/9/20 4:28
2829,709,优秀学生三等奖学金,,public/img/stu/709/honour/709_c061a161.jpeg,校级,Dec-17,2019/9/20 4:30
2830,626,优秀学生三等奖学金,2017-2018学年 优秀学生三等奖学金,public/img/stu/626/honour/626_4a14aadd.png,校级,Dec-18,2019/9/20 4:30
2831,728,专业一等奖学金,2017-2019连续三年专业一等奖学金（在此仅放一年的证书作为代表）,public/img/stu/728/honour/728_86085514.jpeg,校级,Sep-19,2019/9/20 4:50
2832,51,区级三好学生,,public/img/stu/51/honour/51_a72af104.jpeg,省市级,Jul-18,2019/9/20 4:52
2833,728,国家励志奖学金,2017-2019连续三年国家励志奖学金（在此仅放一年的证书作为代表）,public/img/stu/728/honour/728_b3679bd0.jpeg,国家级,Sep-19,2019/9/20 4:55
2834,728,三好学生,2017-2019连续三年三好学生（在此仅放一年的证书作为代表）,public/img/stu/728/honour/728_514d989d.jpeg,校级,Sep-19,2019/9/20 4:56
2835,728,全国大学生英语竞赛,全国大学生英语竞赛C类三等奖,public/img/stu/728/honour/728_f4509901.jpeg,国家级,Apr-19,2019/9/20 4:57
2836,51,知识竞赛团体奖,,public/img/stu/51/honour/51_06c8cc66.jpeg,校级,Aug-18,2019/9/20 4:57
2837,728,优秀论文,全国研究生生态文明论坛优秀论文,public/img/stu/728/honour/728_ea9f54b7.jpeg,其他,Apr-18,2019/9/20 4:58
2838,51,优秀学生会干部,,public/img/stu/51/honour/51_cf702a59.jpeg,校级,May-18,2019/9/20 4:58
2839,51,优秀团员,,public/img/stu/51/honour/51_b33861e0.jpeg,校级,May-17,2019/9/20 4:59
2840,51,校级三好学生,,public/img/stu/51/honour/51_ae72568c.jpeg,校级,Mar-18,2019/9/20 5:00
2841,51,校级优秀团员,,public/img/stu/51/honour/51_64d7b498.jpeg,校级,May-18,2019/9/20 5:00
2842,51,计算机二级,,public/img/stu/51/honour/51_80d306e0.jpeg,国家级,Mar-17,2019/9/20 5:01
2843,51,国家奖学金,,public/img/stu/51/honour/51_c4309948.png,国家级,Nov-18,2019/9/20 5:01
2844,728,金融投资大赛省二等奖,“国元杯”大学生金融投资分析大赛省二等奖,public/img/stu/728/honour/728_ac82446a.png,省市级,Sep-18,2019/9/20 5:01
2845,51,演讲比赛,,public/img/stu/51/honour/51_4f5b12ba.jpeg,校级,Jun-17,2019/9/20 5:02
2846,51,优秀志愿者,,public/img/stu/51/honour/51_def64741.jpeg,校级,Oct-17,2019/9/20 5:03
2847,728,物流设计大赛优秀奖,全国大学生物流设计大赛全国优秀奖,public/img/stu/728/honour/728_783499a7.png,国家级,May-19,2019/9/20 5:03
2848,728,大学生环保知识竞赛优,全国大学生环保知识竞赛优秀奖,public/img/stu/728/honour/728_1b1207e1.png,国家级,Feb-18,2019/9/20 5:05
2849,728,全国大学生互联网＋赛,全国大学生“互联网＋”创新创业大赛省铜奖,public/img/stu/728/honour/728_f1d71040.png,省市级,Sep-18,2019/9/20 5:07
2850,270,”三下乡“社会实践,,public/img/stu/270/honour/270_6975a762.jpeg,院级,Mar-19,2019/9/20 5:12
2851,652,学业优秀奖学金一等奖,成绩排名较高,public/img/stu/652/honour/652_d87d4138.jpeg,校级,Jun-18,2019/9/20 5:22
2852,652,学业优秀奖学金二等奖,成绩排名较高,public/img/stu/652/honour/652_5857cb54.jpeg,校级,May-19,2019/9/20 5:22
2853,652,内蒙古企模竞争大赛,一个团队代表一家企业在虚拟系统中做决策，比赛共分为八期，在第八期期末净利润较高的团队获胜。,public/img/stu/652/honour/652_ed7497a2.jpeg,省市级,Dec-16,2019/9/20 5:26
2854,729,第十届园冶杯三等奖,,,其他,Aug-19,2019/9/20 5:27
2855,612,国家励志奖学金,2017-2018学年国家励志奖学金,public/img/stu/612/honour/612_34d49b89.jpeg,国家级,Nov-18,2019/9/20 5:30
2856,29,米兰设计周高校作品展,2019年米兰设计周中国高校设计学科师生优秀作品展学生组二等奖，参赛作品《境随时迁——生物友好型滨水绿地规划设计》,public/img/stu/29/honour/29_6d506b86.jpeg,国家级,Apr-19,2019/9/20 5:32
2857,612,三好学生,河南农业大学林学院三好学生,public/img/stu/612/honour/612_465d695e.png,院级,May-18,2019/9/20 5:34
2858,270,三好学生,2016-2017学年南京林业大学“三好学生”称号,public/img/stu/270/honour/270_81f8bf2d.jpeg,校级,Dec-17,2019/9/20 5:35
2859,729,2016-2017优秀学生,表彰学习与科研素质突出者，获奖比例2%,public/img/stu/729/honour/729_f8ecdd69.jpeg,校级,Nov-17,2019/9/20 5:35
2860,729,2017-2018优秀学生,表彰学习和科研素质突出者，获奖比例2%,public/img/stu/729/honour/729_582f35c7.jpeg,校级,Nov-18,2019/9/20 5:37
2861,270,奖学金,2016-2017学年南京林业大学奖学金,public/img/stu/270/honour/270_46f1de79.jpeg,校级,Dec-17,2019/9/20 5:38
2862,29,园冶杯大学生国际竞赛,2018“园冶杯”大学生国际竞赛 主题竞赛类荣誉奖，作品《香如故——台中花博会园区景观设计》。,public/img/stu/29/honour/29_106e38f0.jpeg,国家级,Nov-18,2019/9/20 5:39
2863,270,三好学生2018,2017-2018学年南京林业大学三好学生,public/img/stu/270/honour/270_cba8ee46.jpeg,校级,Dec-18,2019/9/20 5:39
2864,270,乾景园林奖学金,,public/img/stu/270/honour/270_17653335.jpeg,校级,Dec-18,2019/9/20 5:40
2865,270,优秀学生干部,2017-2018学年南京林业大学“优秀共青团干部”称号,public/img/stu/270/honour/270_95c6ab39.jpeg,校级,May-18,2019/9/20 5:41
2866,729,校园文学大赛三等奖,四川农业大学三校区第四届校园文学创作大赛，获奖比例2%,public/img/stu/729/honour/729_4bdd8e33.jpeg,校级,Nov-17,2019/9/20 5:41
2868,270,社会实践,"广西百色田东县“情系桂北，向党百色”（团长）	国家农业部“乡村稼穑情，振兴中国梦”专项社会实践	“情系桂北，向党百色”“优秀团队”铜奖",public/img/stu/270/honour/270_8c9388dc.jpeg,国家级,Nov-18,2019/9/20 5:44
2870,270,优秀志愿者,襄阳市中心医院暑期护工,public/img/stu/270/honour/270_c6ccffbb.jpeg,省市级,Aug-17,2019/9/20 5:45
2871,270,2017优秀共青团员,2016-2017校优秀共青团员,public/img/stu/270/honour/270_0a952456.jpeg,校级,May-17,2019/9/20 5:46
2872,270,2018校优秀共青团员,2017-2018校优秀共青团员,public/img/stu/270/honour/270_b43ec844.jpeg,校级,May-18,2019/9/20 5:46
2873,729,实用新型专利,一种可压缩垃圾的多功能地埋式垃圾桶（第二作者）,public/img/stu/729/honour/729_34b8f4c9.jpeg,国家级,Jun-18,2019/9/20 5:47
2875,29,国家励志奖学金,2017-2018学年“国家励志奖学金”，并且在2015-2016、2016-2017年同样获得该奖项。,public/img/stu/29/honour/29_d29b41ad.jpeg,国家级,Dec-18,2019/9/20 5:54
2876,29,风景园林规划设计竞赛,2019年福建省大学生风景园林规划设计竞赛本科生组金奖，作品《新城?逸境——集美新城核心区景观体系规划》。,public/img/stu/29/honour/29_f1387bd3.jpeg,省市级,Jul-19,2019/9/20 5:55
2877,29,东稻杯环境艺术大赛,2019“东稻杯”福建省高校学生环境艺术大赛铜奖，作品《未曾开拓之路——高校绿地景观改造提升方案设计》。,public/img/stu/29/honour/29_cb14ce26.jpeg,省市级,Jun-19,2019/9/20 5:56
2878,29,植物园杯景观设计大赛,“植物园杯”第七届“筑景”景观设计大赛一等奖，作品《爱与梦》。,public/img/stu/29/honour/29_21b39a6b.jpeg,省市级,Jun-17,2019/9/20 5:58
2879,29,文化创新创意大赛,第二届 华侨大学大学生文化创新创意大赛文创产品类三等奖，作品《一眼千年——特色文创》隐形眼镜,public/img/stu/29/honour/29_a27c04a3.jpeg,校级,Dec-17,2019/9/20 6:00
2880,136,互联网+校级二等奖,《微景森林》校级二等奖,public/img/stu/136/honour/136_22fb0749.jpeg,校级,Aug-17,2019/9/20 6:04
2882,639,校一等奖学金,每学期均获得一等奖学金（5次）,public/img/stu/639/honour/639_ea02ee40.jpeg,校级,May-19,2019/9/20 6:17
2887,639,校三好学生,2017和2018学年,public/img/stu/639/honour/639_a249f1a5.png,校级,Nov-18,2019/9/20 6:28
2891,737,美国大学生数学建模,2018美国大学生数学建模竞赛S奖,public/img/stu/737/honour/737_1e621933.jpeg,国家级,Mar-18,2019/9/20 6:32
2892,639,大学生计算机应用大赛,全国大学生计算机技能应用大赛办公软件高级应用赛三等奖,public/img/stu/639/honour/639_c3242943.png,国家级,Dec-18,2019/9/20 6:47
2893,639,企业竞争模拟大赛,第五届吉林省高等院校企业竞争模拟大赛三等奖,public/img/stu/639/honour/639_5849e403.png,省市级,Nov-18,2019/9/20 6:49
2896,639,东北区企业模拟大赛,第八届东北赛区高等院校企业竞争模拟大赛二等奖,public/img/stu/639/honour/639_859cf618.png,省市级,Dec-18,2019/9/20 6:59
2897,639,全国管理决策模拟大赛,全国管理决策模拟大赛吉林省三等奖,public/img/stu/639/honour/639_3d56c689.png,省市级,Apr-19,2019/9/20 7:01
2898,639,校英语竞赛,校第二十届双翅杯英语竞赛三等奖,public/img/stu/639/honour/639_d27138f5.png,校级,May-17,2019/9/20 7:02
2899,421,省高等学校优秀学生,,public/img/stu/421/honour/421_3daa485a.jpeg,省市级,Apr-19,2019/9/20 7:03
2900,639,职业生涯规划大赛,校第一届职业生涯规划大赛三等奖,public/img/stu/639/honour/639_3367fd57.png,校级,Jun-18,2019/9/20 7:08
2901,639,企业价值创造竞赛,第二届全国高校企业价值创造竞赛校内赛三等奖,public/img/stu/639/honour/639_06a24c4a.png,校级,Dec-18,2019/9/20 7:09
2902,639,优秀团员,,public/img/stu/639/honour/639_fa48885e.png,校级,May-18,2019/9/20 7:10
2903,639,大学生英语听说大赛,全国大学生英语听说大赛优秀奖,public/img/stu/639/honour/639_34474eaa.png,国家级,Dec-18,2019/9/20 7:13
2904,711,大学生节能减排社会实,,public/img/stu/711/honour/711_90d81ea3.jpeg,校级,Apr-19,2019/9/20 7:14
2905,447,“兴农杯”三等奖,校第四届“兴农杯”课外学术作品大赛（项目主持人）三等奖,public/img/stu/447/honour/447_295cfc77.png,院级,Mar-19,2019/9/20 7:16
2906,251,创新创意项目优秀奖,”预见2050——触摸中国梦“创新创意项目优秀作品奖,public/img/stu/251/honour/251_7581ae2e.jpeg,校级,May-18,2019/9/20 7:16
2908,711,校二等奖学金,,public/img/stu/711/honour/711_abc6c588.jpeg,校级,Dec-17,2019/9/20 7:18
2909,447,大英赛二等奖,全国大学生英语竞赛 二等奖,public/img/stu/447/honour/447_b50d6b81.png,国家级,May-19,2019/9/20 7:19
2912,447,“百万同题”优秀作品,“百万同题”全国英语写作大赛 优秀作品奖,public/img/stu/447/honour/447_483aeef7.png,国家级,Jul-19,2019/9/20 7:21
2914,421,大学生骨干培养示范班,参加第四期山东农业大学大学生骨干培养示范班培训，获得结业证书,public/img/stu/421/honour/421_323b8d29.jpeg,校级,Jun-19,2019/9/20 7:24
2918,711,校级二等奖学金,,public/img/stu/711/honour/711_ee21ae33.jpeg,校级,Dec-18,2019/9/20 7:26
2919,711,校级“三好学生”,,public/img/stu/711/honour/711_796ed2f9.jpeg,校级,Dec-17,2019/9/20 7:29
2920,421,百优大学生,,public/img/stu/421/honour/421_3620e3de.jpeg,校级,Dec-18,2019/9/20 7:29
2921,554,三好学生,,public/img/stu/554/honour/554_b6524f34.jpeg,校级,Dec-17,2019/9/20 7:29
2922,741,沈阳市优秀共青团员,,public/img/stu/741/honour/741_9605648c.jpeg,省市级,Dec-18,2019/9/20 7:29
2923,704,北京市生物学竞赛,,public/img/stu/704/honour/704_40ba9edb.jpeg,省市级,Jun-19,2019/9/20 7:30
2924,741,优秀共青团员,,public/img/stu/741/honour/741_2afaa750.jpeg,校级,Jun-17,2019/9/20 7:30
2925,746,国家励志奖学金,在2016年至2017学年度获得国家励志奖学金,public/img/stu/746/honour/746_1aa5964d.jpeg,国家级,Dec-17,2019/9/20 7:31
2926,711,校级“社会活动优秀奖,,public/img/stu/711/honour/711_b07a7e01.jpeg,校级,Dec-18,2019/9/20 7:31
2927,747,三好学生,,public/img/stu/747/honour/747_96de70b1.jpeg,省市级,Sep-19,2019/9/20 7:31
2928,741,优秀学生干部标兵,,public/img/stu/741/honour/741_15ff8810.jpeg,校级,Dec-17,2019/9/20 7:31
2929,741,一等奖学金,,public/img/stu/741/honour/741_704a96ea.jpeg,校级,Dec-17,2019/9/20 7:32
2930,421,优秀学生会干部,,public/img/stu/421/honour/421_7431b422.jpeg,校级,Nov-18,2019/9/20 7:33
2931,741,舞蹈大赛金奖,,public/img/stu/741/honour/741_acec627a.jpeg,校级,May-18,2019/9/20 7:34
2932,741,三等奖学金,,public/img/stu/741/honour/741_a8d285b8.jpeg,校级,Dec-18,2019/9/20 7:35
2933,741,优秀学生干部,,public/img/stu/741/honour/741_02280391.jpeg,校级,Dec-18,2019/9/20 7:35
2934,746,优秀学生三等奖学金,2016年至2017学年度获优秀学生三等奖学金,public/img/stu/746/honour/746_2a83b475.jpeg,院级,Dec-17,2019/9/20 7:36
2935,421,一等优秀学生奖学金,,public/img/stu/421/honour/421_13bba090.jpeg,校级,Oct-18,2019/9/20 7:37
2936,746,优秀学生干部,2016年至2017学年度获优秀学生干部称号,public/img/stu/746/honour/746_c3d6dbf9.jpeg,校级,Dec-17,2019/9/20 7:37
2937,747,优秀学生干部,,public/img/stu/747/honour/747_ddb9707e.jpeg,省市级,Sep-17,2019/9/20 7:38
2938,741,社会实践优秀调研报告,,public/img/stu/741/honour/741_f2ce4227.jpeg,校级,Nov-18,2019/9/20 7:38
2940,747,内蒙古自治区ACM,,public/img/stu/747/honour/747_93e39cf2.jpeg,省市级,May-19,2019/9/20 7:39
2941,485,北京市大创项目二等奖,,public/img/stu/485/honour/485_becec18c.jpeg,校级,May-19,2019/9/20 7:39
2942,421,创新创业奖学金,,public/img/stu/421/honour/421_eef0c617.jpeg,校级,Oct-18,2019/9/20 7:39
2943,747,数学建模,2019内蒙古自治区第十二届认证杯网络数学建模大赛优秀奖,public/img/stu/747/honour/747_5d2d3d48.jpeg,省市级,Sep-19,2019/9/20 7:40
2944,741,优秀团干部标兵,,public/img/stu/741/honour/741_f07696e6.jpeg,校级,May-19,2019/9/20 7:40
2945,574,校乙等奖学金,2017~2018年校乙等奖学金,public/img/stu/574/honour/574_cbf4f615.jpeg,校级,Dec-18,2019/9/20 7:41
2946,421,优秀学生干部,,public/img/stu/421/honour/421_1f5f0e3e.jpeg,校级,Oct-18,2019/9/20 7:41
2947,574,校丙等奖学金,2016~2017年校丙等奖学金,public/img/stu/574/honour/574_3e053bcc.jpeg,校级,Dec-17,2019/9/20 7:42
2948,421,突出贡献单项奖,,public/img/stu/421/honour/421_fa862ce8.jpeg,校级,Oct-18,2019/9/20 7:43
2950,421,优秀团员标兵,,public/img/stu/421/honour/421_28a12f3e.jpeg,校级,May-18,2019/9/20 7:44
2951,421,三好学生,,public/img/stu/421/honour/421_72c0f144.jpeg,校级,Oct-17,2019/9/20 7:47
2952,421,二等优秀学生奖学金,,public/img/stu/421/honour/421_6e96a4b8.jpeg,校级,Oct-17,2019/9/20 7:47
2953,421,文体工作单项奖,,public/img/stu/421/honour/421_f4167933.jpeg,校级,Oct-17,2019/9/20 7:48
2954,421,学生会先进个人,,public/img/stu/421/honour/421_36049c91.jpeg,院级,Sep-17,2019/9/20 7:50
2955,421,校乒乓球超级联赛第一,,public/img/stu/421/honour/421_76ada281.jpeg,校级,Jun-17,2019/9/20 7:54
2956,383,大学生学术科技作品,第十三届“挑战杯”福建省大学生课外学术科技作品竞赛，特等奖,public/img/stu/383/honour/383_8ecaccca.jpeg,省市级,Jun-17,2019/9/20 7:54
2957,747,挑战杯,内蒙古农业大学第十一届挑战杯三等奖,public/img/stu/747/honour/747_6eb41239.jpeg,校级,Sep-19,2019/9/20 8:00
2958,405,优秀学生二等金学金,,public/img/stu/405/honour/405_82abaa8d.jpeg,校级,Dec-18,2019/9/20 8:01
2959,747,校友奖学金,络数学建模大赛优秀奖,public/img/stu/747/honour/747_82abaa8d.jpeg,校级,Dec-17,2019/9/20 8:01
2961,747,优秀论文,2017内蒙古农业大学第一届学生党员先锋论坛会议优秀论文二等奖,public/img/stu/747/honour/747_541b8e92.jpeg,校级,Dec-17,2019/9/20 8:02
2962,742,校级三好学生,,public/img/stu/742/honour/742_532d53a7.jpeg,校级,Oct-18,2019/9/20 8:03
2963,747,演讲比赛,计算机与信息工程学院第二届新时代青年说学生党员演讲比赛二等奖,,院级,Jun-19,2019/9/20 8:04
2964,405,大广赛北京赛区三等奖,杜蕾斯动画类广告北京赛区三等奖,public/img/stu/405/honour/405_befed3ad.jpeg,省市级,Jul-19,2019/9/20 8:08
2965,617,优秀学生二等奖学金,,public/img/stu/617/honour/617_e66d4d64.jpeg,校级,Sep-17,2019/9/20 8:08
2966,747,ACM,内蒙古农业大学第十四届ACM二等奖,public/img/stu/747/honour/747_6e332970.jpeg,校级,May-19,2019/9/20 8:09
2967,405,大广赛全国优秀奖,薇婷脱毛膏动画类广告全国优秀奖,public/img/stu/405/honour/405_ff21023f.jpeg,国家级,Aug-19,2019/9/20 8:10
2968,617,三好学生,,public/img/stu/617/honour/617_52b0bfde.jpeg,校级,Sep-17,2019/9/20 8:11
2971,617,学生公寓安全员,,public/img/stu/617/honour/617_9443b19e.jpeg,校级,Sep-18,2019/9/20 8:16
2974,617,背街小巷 设计大赛,,public/img/stu/617/honour/617_a697b390.jpeg,省市级,Jul-18,2019/9/20 8:19
2978,537,16-17校三好学生,,,校级,Dec-17,2019/9/20 8:25
2979,537,16-17校一等奖学金,,,校级,Dec-17,2019/9/20 8:27
2980,537,17-18校一等奖学金,,,校级,Dec-18,2019/9/20 8:28
2981,537,会计技能大赛国二等,2018年12月第十二届“新道杯”全国大学生会计信息化技能大赛全国二等奖（个人）,,国家级,Dec-18,2019/9/20 8:30
2982,98,黑龙江省建造大赛二等,,public/img/stu/98/honour/98_f42e050a.jpeg,省市级,Jun-17,2019/9/20 8:33
2984,98,英语演讲比赛,“中国好学生”英语演讲比赛黑龙江省赛区二等奖,public/img/stu/98/honour/98_05237626.jpeg,省市级,Jul-17,2019/9/20 8:35
2985,383,课外学术科技作品,第十五届“挑战杯”全国大学生课外学术科技作品竞赛，三等奖,public/img/stu/383/honour/383_19c6df0f.jpeg,国家级,Nov-17,2019/9/20 8:36
2986,558,三等奖学金,成绩优异，荣获院级三等奖学金,public/img/stu/558/honour/558_12979589.jpeg,院级,Apr-17,2019/9/20 8:36
2987,98,英语演讲比赛2,“外研社杯”大学生英语演讲比赛东林赛区三等奖,public/img/stu/98/honour/98_1edf3962.jpeg,校级,Oct-16,2019/9/20 8:36
2988,98,花艺技能竞赛,“东林杯”花艺技能竞赛二等奖,public/img/stu/98/honour/98_eb5d2fa3.jpeg,校级,Jul-19,2019/9/20 8:37
2990,383,一等奖学金,本科连续三年获得一等奖学金,public/img/stu/383/honour/383_1cab07a4.jpeg,院级,Nov-18,2019/9/20 8:38
2992,558,二等奖学金,成绩优异，荣获院级二等奖学金,public/img/stu/558/honour/558_abf8ac8d.jpeg,院级,Apr-18,2019/9/20 8:42
2993,558,优秀团员,学习优秀，工作认真，思想积极，评为优秀团员,public/img/stu/558/honour/558_8d35a18a.jpeg,院级,Nov-17,2019/9/20 8:45
2994,755,优秀辩手,许昌市第十一届三国文化旅游节大学生辩论赛优秀辩手,public/img/stu/755/honour/755_d1505fe4.jpeg,省市级,Apr-17,2019/9/20 8:46
2995,558,国家励志奖学金,成绩优异，排名前15%,public/img/stu/558/honour/558_11f8f70b.jpeg,国家级,Dec-17,2019/9/20 8:47
2996,98,优秀学生特等奖学金,,,校级,Oct-18,2019/9/20 8:50
2997,98,优秀团员,,public/img/stu/98/honour/98_8017813d.jpeg,校级,May-17,2019/9/20 8:52
2998,98,优秀志愿者,“善行一百”全国公益行动优秀志愿者,public/img/stu/98/honour/98_b7f3d1e0.jpeg,校级,Dec-18,2019/9/20 8:54
2999,617,学研咖啡区设计大赛,,public/img/stu/617/honour/617_376b4030.jpeg,校级,Apr-19,2019/9/20 9:20
3001,678,国家励志奖学金,,,省市级,Nov-17,2019/9/20 9:21
3002,617,健美操教学比赛,,public/img/stu/617/honour/617_2e79fea5.jpeg,校级,Jun-17,2019/9/20 9:22
3003,678,校级二等综合奖学金,,,校级,Oct-17,2019/9/20 9:22
3004,617,宿舍风采大赛,,public/img/stu/617/honour/617_f395f81c.jpeg,院级,Nov-17,2019/9/20 9:22
3005,678,励志奖学金,,,省市级,Nov-18,2019/9/20 9:22
3006,678,校级一等综合奖学金,,,校级,Nov-18,2019/9/20 9:23
3007,678,征文比赛优秀奖,,,校级,Jun-17,2019/9/20 9:24
3008,678,优秀共青团员,,,院级,Apr-19,2019/9/20 9:24
3009,678,十九大知识竞赛二等奖,,,校级,Dec-17,2019/9/20 9:25
3010,558,模拟联合国大会,以志愿者身份参加辽宁大学第三届蒲河校际模拟联合国大会,public/img/stu/558/honour/558_c52ba6e8.jpeg,其他,Oct-17,2019/9/20 9:29
3011,558,义卖活动,参加中华社会救助基金会承办的“大爱清尘·为辽宁尘肺患者募款”大型义卖活动,public/img/stu/558/honour/558_baeb190e.jpeg,其他,Oct-16,2019/9/20 9:30
3012,558,义工队,参加学院组织的敬老院义工活动,public/img/stu/558/honour/558_be6f3ed3.jpeg,院级,Oct-17,2019/9/20 9:31
3013,712,三好学生,内蒙古农业大学2017——2018学年年度三好学生,public/img/stu/712/honour/712_93308c52.jpeg,校级,Jun-19,2019/9/20 9:39
3014,763,唐立新奖学金,全校4万5千人选拔30人，本学院成立至今仅4人获评该奖励。,public/img/stu/763/honour/763_fdfff841.jpeg,其他,Dec-18,2019/9/20 9:40
3015,763,国家励志奖学金,,public/img/stu/763/honour/763_7b9c43fd.png,国家级,Nov-18,2019/9/20 9:41
3016,763,西华青年五四奖章,全校4万5千人选拔30人,public/img/stu/763/honour/763_4fab3c90.jpeg,校级,May-19,2019/9/20 9:42
3017,763,全国英语竞赛三等奖,,public/img/stu/763/honour/763_bd4837e2.jpeg,国家级,May-18,2019/9/20 9:43
3018,763,企业模拟经营二等奖,,public/img/stu/763/honour/763_cb269506.jpeg,国家级,Nov-18,2019/9/20 9:45
3019,763,ERP模拟经营三等奖,,public/img/stu/763/honour/763_8e187978.jpeg,国家级,Jun-18,2019/9/20 9:47
3020,472,优秀学生干部,2017-2018学年度优秀学生干部,public/img/stu/472/honour/472_ecfb25ab.jpeg,校级,Dec-18,2019/9/20 9:47
3021,765,国家励志奖学金,成绩优异,,校级,Sep-18,2019/9/20 9:47
3022,472,国家励志奖学金,2016-2017学年度国家励志奖学金,public/img/stu/472/honour/472_5db1b1bb.jpeg,校级,Dec-17,2019/9/20 9:49
3023,761,河北大学三好学生,,public/img/stu/761/honour/761_5925829b.jpeg,校级,Dec-18,2019/9/20 9:50
3024,472,优秀团支部书记,2018共青团“达标创优”,public/img/stu/472/honour/472_95633152.jpeg,校级,May-18,2019/9/20 9:51
